name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing,fme_feature_type.total_count
Harrods Archive,68-72 Hammersmith Road, ,W14 8YW,Hammersmith and Fulham,,34142299,E09000013,Brook Green,E05013735,51.49454912,-0.213626532,524106.01240000036,178802.00280000083,106
Catholic Union of Great Britain,St Maximilian Kolbe House ,63 Jeddo Road ,W12 9EE,Hammersmith and Fulham,http://catholicunion.org.uk/,34000250,E09000013,Wendell Park,E05013750,51.50441554,-0.248918069,521630.0131999999,179840.00280000083,106
Hammersmith and Fulham Archives and Local History Cen,First Floor Hammersmith Library Shepherd's Bush Ro, ,W6 7AT,Hammersmith and Fulham,https://www.lbhf.gov.uk/libraries/local-studies-and-archives,34027231,E09000013,Brook Green,E05013735,51.49458469,-0.223666292,523409.0116999997,178789.0014999993,106
Latymer Upper School,King Street, ,W6 9LR,Hammersmith and Fulham,http://www.latymer-upper.org/,34004704,E09000013,Ravenscourt,E05013746,51.49273648,-0.237063395,522484.0127999997,178561.0025999993,106
National Federation of Women's Institutes,104 New Kings Road, ,SW6 4LY,Hammersmith and Fulham,https://www.thewi.org.uk/,34044214,E09000013,Fulham Town,E05013739,51.47223329,-0.203871557,524844.0120000001,176337.00249999948,106
Polish Library POSK,Polish Social and Cultural Centre ,238-246 King Street ,W6 0RF,Hammersmith and Fulham,http://www.posk.org/c5/en/library/about-library/,34006639,E09000013,Ravenscourt,E05013746,51.49351545,-0.237436695,522456.01269999985,178647.0022,106
Rogers Stirk Harbour + Partners,Thames Wharf ,Rainville Road ,W6 9HA,Hammersmith and Fulham,https://www.rsh-p.com/,34024755,E09000013,Fulham Reach,E05013738,51.48362317,-0.224294009,523395.01290000044,177569.0014999993,106
Society for Psychical Research,1 Vernon Mews ,West Kensington ,W14 0RL,Hammersmith and Fulham,https://www.spr.ac.uk/,34037603,E09000013,Avonmore,E05013734,51.49391403,-0.210309174,524338.0124000004,178737.0033999998,106
St Paul's Girls' School,Brook Green ,Hammersmith ,W6 7BS,Hammersmith and Fulham,https://spgs.org/,34026608,E09000013,Brook Green,E05013735,51.4951319,-0.218833263,523743.0122999996,178858.00320000015,106
The Nutrition Society,10 Cambridge Court,210 Shepherds Bush Road ,W6 7NJ,Hammersmith and Fulham,https://www.nutritionsociety.org/,34028103,E09000013,Brook Green,E05013735,51.49533778,-0.22470308,523335.0115,178871.00100000016,106
V&A Archive of Art and Design,Blythe House 23 Blythe Road, ,W14 0QX,Hammersmith and Fulham,https://www.vam.ac.uk/info/archive-of-art-and-design,34062985,E09000013,Brook Green,E05013735,51.49641388,-0.213841724,524086.0125000002,179009.00329999998,106
V&A Department of Theatre and Performance,23 Blythe Road, ,W14 0QX,Hammersmith and Fulham,https://www.vam.ac.uk/collections/theatre-performance,34062985,E09000013,Brook Green,E05013735,51.49641388,-0.213841724,524086.0125000002,179009.00329999998,106
William Morris Society,Kelmscott House ,26 Upper Mall  Hammersmith,W6 9TA,Hammersmith and Fulham,https://williammorrissociety.org/,34008094,E09000013,Ravenscourt,E05013746,51.49058179,-0.235504366,522598.0142000001,178324.00239999965,106
Faroe Rd,23 - 29 Faroe Rd,,,Hammersmith and Fulham,www.acava.org,34034840,E09000013,Brook Green,E05013735,51.49859209,-0.21515405,523989.0126,179249.0030000005,106
Hetley Rd,62 Hetley Rd,,,Hammersmith and Fulham,www.acava.org,34100876,E09000013,Coningham,E05013737,51.50456464,-0.2336672,522688.0119000003,179882.00229999982,106
Northwest & NW10 Studios,Cadogen House,60 Hythe Road,,Hammersmith and Fulham,https://nwstudios.wordpress.com,34141600,E09000013,College Park & Old Oak,E05013736,51.52659825,-0.236173141,522455.0120000001,182328.0014999993,106
Regents House,17 Hythe Road,,,Hammersmith and Fulham,https://nwstudios.wordpress.com,34004522,E09000013,College Park & Old Oak,E05013736,51.52826456,-0.243547884,521939.00960000046,182500.99990000017,106
Hythe Rd,First Floor,17 - 19 Hythe Rd,,Hammersmith and Fulham,www.acava.org,34156437,E09000013,College Park & Old Oak,E05013736,51.52846055,-0.243425,521947.0094999997,182522.9989,106
Apex House,23-25 Hythe Road,,,Hammersmith and Fulham,https://nwstudios.wordpress.com,34131643,E09000013,College Park & Old Oak,E05013736,51.52853021,-0.244474766,521874.0098000001,182528.99929999933,106
Kindred Studios,13 Market Lane,Sheperds Bush,,Hammersmith and Fulham,https://www.kindredstudios.co.uk/studios,34164567,E09000013,Shepherd's Bush Green,E05013748,51.503473,-0.22637003,523197.3699000003,179772.85009999946,106
Irish Cultural Centre ,5 Black's Rd,Hammersmith,W6 9DT,Hammersmith and Fulham,https://irishculturalcentre.co.uk/,34156699,E09000013,Hammersmith Broadway,E05013741,51.49231323,-0.225584711,523281.97190000024,178533.1810999997,106
Riverside Studios ,19 Crisp Rd, Hammersmith,W6 9RL,Hammersmith and Fulham,https://www.riversidestudios.co.uk/,34157767,E09000013,Hammersmith Broadway,E05013741,51.48890897,-0.228255397,523105.7457999997,178150.1305999998,106
Riverside Studios,,65 Aspenlea Rd,W6 8LH,Hammersmith and Fulham,,34158197,E09000013,Fulham Reach,E05013738,51.48589,-0.2178631,523835.3848000001,177831.9243999999,106
Vue Cinema Fulham Broadway,Fulham Broadway Retail Centre,Fulham Rd,SW6 1BW,Hammersmith and Fulham,,34131058,E09000013,Walham Green,E05013749,51.480416,-0.19451553,525471.3454,177262.9112999998,106
"Vue Westfield 
",Westfield London Shopping Centre ,Ariel Way ,W12 7GF,Hammersmith and Fulham,,34141269,E09000013,Shepherd's Bush Green,E05013748,51.507597,-0.22142571,523529.3605000004,180239.77370000072,106
Electric Cinema White City,,,,Hammersmith and Fulham,,,E09000013,White City,E05013752,51.51069,-0.22546,523241.0571999997,180576.92720000073,106
Studio 106,106 Dawes Road,,,Hammersmith and Fulham,http://www.studio106artgallery.org/#,34055693,E09000013,Walham Green,E05013749,51.4799865,-0.20243497,524922.6256999997,177201.6216000002,106
Hidde van Seggelen Gallery,2 Michael Road,,,Hammersmith and Fulham,http://www.hiddevanseggelen.com/#,34144768,E09000013,Parsons Green & Sandford,E05013745,51.47707611,-0.186894072,526009.7357000001,176904.58239999972,106
Plus One Gallery,The Piper Building,Peterborough Road,,Hammersmith and Fulham,http://www.plusonegallery.com/#,See notes,E09000013,Palace & Hurlingham,E05013744,51.4659,-0.19315,525605.9681000002,175651.04209999926,106
The Carlyle Group,Uncommon,126 New King's Road,,Hammersmith and Fulham,https://uncommon.co.uk/,34107031,E09000013,Palace & Hurlingham,E05013744,51.47127607,-0.204476671,524804.5971999997,176229.5281000007,106
Ugli Campus,Ugli Campus,Ugli Campus,56 Wood Lane,Hammersmith and Fulham,http://ugli.lovelyinside.com,34152043,E09000013,Shepherd's Bush Green,E05013748,51.51060535,-0.222229413,523465.4567999998,180572.9539999999,106
Huckletree,Huckletree,White City Place,191 Wood Lane,Hammersmith and Fulham,http://www.huckletree.com/,34160930,E09000013,College Park & Old Oak,E05013736,51.51286842,-0.226283471,523178.0418999996,180817.7873999998,106
Soho Works White City,2 Television Centre,101 Wood Lane,London,Hammersmith and Fulham,https://www.sohohouse.com/soho-works/white-city,10092040398,E09000013,White City,E05013752,51.510681,-0.22614773,523193.35979999974,180574.76960000023,106
The So & So Arts Club,236a North End Road,West Kensington,London,Hammersmith and Fulham,https://www.thesoandsoartsclub.com/,34047731 ,E09000013,West Kensington,E05013751,51.485544,-0.20286847,524877.3678000001,177818.89220000058,106
Eventim Apollo Hammersmith,45 Queen Caroline Street,,,Hammersmith and Fulham,https://www.eventimapollo.com/,34030384,E09000013,Hammersmith Broadway,E05013741,51.49069334,-0.224422616,523367.0137,178355.00180000067,106
Barons Court Theatre,28a Comeragh Road,,,Hammersmith and Fulham,http://www.offwestend.com/index.php/theatres/view/42,34128758,E09000013,West Kensington,E05013751,51.48943219,-0.209490815,524407.0153000001,178240.0033999998,106
Bhavan Centre,4a Castletown Road,,,Hammersmith and Fulham,http://www.bhavan.net,34140084,E09000013,West Kensington,E05013751,51.4897635,-0.207043433,524576.0148999998,178281.00329999998,106
West London School of Dance,25 Bulwer Street,,,Hammersmith and Fulham,https://www.westlondonschoolofdance.co.uk,34039599,E09000013,Shepherd's Bush Green,E05013748,51.50548497,-0.223746535,523374.01049999986,180001.00039999932,106
West London College,7 Gliddon Road,,,Hammersmith and Fulham,https://www.wlc.ac.uk/contact-us/hammersmith-fulham-college,34141735,E09000013,Avonmore,E05013734,51.49186609,-0.214005169,524087.01269999985,178503.0033999998,106
Dance Attic,368 North End Road,,,Hammersmith and Fulham,https://www.danceattic.com,34069847,E09000013,Walham Green,E05013749,51.48115895,-0.199502938,525123.0114000002,177337.0025999993,106
West London School of Dance,Village Hall Dance Studio,58 Bulwer Street,,Hammersmith and Fulham,https://www.westlondonschoolofdance.co.uk/studio-hire,34039610,E09000013,Shepherd's Bush Green,E05013748,51.50574272,-0.224139981,523346.0103000002,180029.00019999966,106
