name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Sets Appeal Limited,New River Studios,199 Eade Road,,Hackney,http://www.setsappeal.co.uk/about/,10022945372,E09000012,Woodberry Down,E05009387,51.57444685,-0.086549795,532694.5248,187909.6781
Setwo Ltd,"Unit 48, T Marchant Trading Estate", Verney Road,,Southwark,https://www.setwo.co.uk/,10000813689,E09000028,Old Kent Road,E05011109,51.48441856,-0.056873345,535016.7524,177952.666
Smoking Apples ,The Old Police Station,114 Amersham Vale ,,Lewisham,http://smokingapplestheatre.com,10095995140,E09000023,Deptford,E05013719,51.4789292,-0.030273547,536879.9668,177391.6378
Stockyard Backdrops,Unit A Genesis Business Park,Rainsford Road,,Brent,https://www.prophire-backdrophire.com,202191752,E09000005,Stonebridge,E05013510,51.53317767,-0.276376544,519649.036,182993.2369
Studio Meno Ltd,Napier Works,Napier Road,,Newham,https://www.studiomeno.com,10008994852,E09000025,Wall End,E05013926,51.53024383,0.063548175,543233.7199,183277.2401
Superhire,D Link House,1 Abbey Road,,Brent,http://www.superhire.com,202142808,E09000005,Stonebridge,E05013510,51.53812684,-0.274732981,519750.0432,183546.2891
The Costume Studio,Montgomery House,159-161  Balls Pond Road,,Hackney,http://www.costumestudio.co.uk/,1.00023E+11,E09000012,De Beauvoir,E05009371,51.54583387,-0.080769306,533178.4952,184738.361
Visual Impact Creative Limited,St John’s Foundry,12 St John’s Road,Hampton Wick,Richmond upon Thames,http://www.visual-impact.co.uk,10070721240,E09000027,Hampton Wick & South Teddington,E05013780,51.41207787,-0.310763104,517574.8226,169470.8771
A Construction Production,Unit 3a Holmshaw Farm,Layham’s Road,,Bromley,https://aconstructionproduction.com/,See notes,E09000006,Darwin,E05013996,51.3389,0.00212,539554.5013,161881.3605
Electro Props,13 Commercial Way,Park Royal,,Brent,http://electroprops.co.uk,202108295,E09000005,Stonebridge,E05013510,51.53324,-0.27169744,519973.3976,183007.8198
Get Set Hire,Units 4 & 5 Wave Trade Park,Concord Road,,Ealing,http://www.getsethire.co.uk,12195239,E09000009,North Acton,E05013527,51.525562,-0.27912394,519478.4133,182141.8623
Scenic Souvenir Studios ,"Unit 60, T Marchant Estate",46-72 Verney Road,,Southwark,https://www.souvenir.co.uk/,No UPRN,E09000028,Old Kent Road,E05011109,51.48576,-0.05959,534824.182,178096.8276
United Colours of Mas,13A Heybridge Way ,London,,Waltham Forest,http://unitedcoloursofmas.com,No UPRN,E09000031,Lea Bridge,E05013895,51.56981,-0.03161,536515.2147,187495.1354
Propworks,"Unit 1, Canterbury Industrial Estate",295-297 Ilderton Road,,Southwark,https://www.propworks.co.uk/,See notes,E09000028,Old Kent Road,E05011109,51.48116,-0.05348,535261.986,177596.5793
Cloud and Horse ,Unit 1 Delta Wharf,271-287 Tunnel Avenue,,Greenwich,https://www.cloudandhorse.co.uk/,1.00024E+11,E09000011,Greenwich Peninsula,E05014082,51.49942,0.000379869,538946.1487,179727.9215
Abbey Fabrics,Prop House,Abbey Road,,Brent,www.abbeyfabrics.co.uk,202142808,E09000005,Stonebridge,E05013510,51.538631,-0.27632385,519638.3964,183599.7548
London Prop Hire ,Unit 38 Wimbledon Stadium Business Centre,Riverside Road,,Wandsworth,https://www.londonprophire.com,121051108,E09000032,Wandsworth Common,E05014027,51.432926,-0.18987123,525924.2957,171989.9458
KEMP London,32 Shacklewell Lane,,,Hackney,https://www.kemplondon.com,1.00023E+11,E09000012,Dalston,E05009370,51.550857,-0.072643936,533727.1694,185311.7803
La Maison London,No.1 Old Oak Lane,,,Ealing,https://www.lamaisonlondon.com,12139253,E09000009,North Acton,E05013527,51.531526,-0.24707942,521685.3604,182857.8119
Accessories of Old,Railway Arch 10,Munster Road,,Hammersmith and Fulham,https://www.accessoriesofold.com,34042851,E09000013,Fulham Town,E05013739,51.4726,-0.20383793,524845.3475,176377.8384
MDM Props Ltd,"South Warehouse, Greenwich Beach",Morden Wharf Road,Tunnel Avenue,Greenwich,http://www.mdmprops.co.uk,10010261801,E09000011,Greenwich Peninsula,E05014082,51.493448,0.00359027,539187.1728,179069.9279
Marcus Hall Props,Rear of 324-326 Lewisham High Street (Entrance on ,London,,Lewisham,http://www.marcushallprops.com,No UPRN,E09000023,Ladywell,E05013725,51.45716,-0.01482,538018.6755,174999.9147
Theme Traders,Production Village,Turpins Yard,Oaklands Road,Brent,https://www.themetraders.com/,202036714,E09000005,Cricklewood & Mapesbury,E05013499,51.554625,-0.21771668,523659.2999,185475.6615
Almost Everything,70 MORECAMBE STREET,London,,Southwark,https://almost-everything.co.uk,2.00003E+11,E09000028,North Walworth,E05011107,51.488951,-0.092382719,532538.2354,178391.8147
Footprint Scenery,"Unit 9, Klinger Industrial Park",10 Edgington Way,Sidcup,Bromley,http://footprintscenery.co.uk,No UPRN,E09000006,St Paul's Cray,E05014007,51.41348,0.1242,547817.204,170413.7648
Make It London Ltd,Unit 0-007 Harrington Way,London,,Greenwich,https://www.make-it.london,No UPRN,E09000011,Charlton Village & Riverside,E05014075,51.49447,0.04232,541872.4245,179257.8816
Vivid Design Works,"Unit 6, Orion Business Centre",Surrey Canal Road,,Lewisham,https://www.vividdesignworks.co.uk/,No UPRN,E09000023,New Cross Gate,E05013728,51.48498,-0.0484,535603.3787,178030.7547
Academy London,50 Rushworth Street,,,Southwark,http://www.academycostumes.co.uk,2.00003E+11,E09000028,Borough & Bankside,E05011095,51.501891,-0.10231742,531811.2355,179812.8276
Costume Boutique,"26, 10 Acklam Rd",London,,Kensington and Chelsea,https://www.costumeboutique.co.uk,No UPRN,E09000020,Golborne,E05009396,51.51938,-0.20636,524542.709,181575.5799
Will Skeet,"Studio 113, Regent House", 1 Thane Villas,,Islington,https://willskeet.com,See notes,E09000019,Finsbury Park,E05013703,51.56092,-0.11293,530905.3397,186357.8875
Howling Hands,"Unit 3, Lockwood Way",,,Hackney,https://www.howlinghands.com,No UPRN,E09000012,Hackney Wick,E05009374,51.5442,-0.02436,537094.5382,184660.8047
Propability,50 Willow Lane,Mitcham,,Merton,https://www.propability.co.uk/,48130319,E09000024,Cricket Green,E05013813,51.392495,-0.16723296,527610.2398,167533.1277
Rosie Tonkin,Studio 3,3 - 5 Latona Road,,Southwark,http://www.rosietonkin.co.uk/,2.00003E+11,E09000028,Old Kent Road,E05011109,51.481949,-0.071129139,534034.2219,177651.8631
Alex Rouse Wig Company Ltd,5 Tottenham Green Workshops,2 Somerset Road,,Haringey,www.alexrouse.co.uk,1.00023E+11,E09000014,Tottenham Hale,E05013602,51.589642,-0.069371485,533840.2719,189630.7555
New London Performing Arts Centre,"76 St James Lane, Muswell Hill, N10 3RD",,,Haringey,https://nlpac.co.uk,10003973500,E09000014,Muswell Hill,E05013594,51.588142,-0.13965084,528976.2308,189337.6307
Craft Central,397-411 Westferry Road,,,Tower Hamlets,https://www.craftcentral.org.uk,6653025,E09000030,Island Gardens,E05009324,51.48879,-0.01918591,537620.1695,178508.9308
Prop Studios,121 Curtain Road ,Shoreditch,,Hackney,https://www.propstudios.co.uk/,See notes,E09000012,Hoxton East & Shoreditch,E05009377,51.52592,-0.08055,533251.8225,182524.2749
Little Angel Studios,Sebbon Street,,,Islington,https://www.littleangeltheatre.com/,No UPRN,E09000019,St Mary's & St James',E05013710,51.54089,-0.10028,531839.9976,184153.2203
Sunshine International Arts,Studio 5 209A,Coldhabour Lane,,Lambeth,https://www.sunshineiarts.co.uk,No UPRN,E09000022,Herne Hill & Loughborough Junction,E05014104,51.46619534,-0.10204378,531933.1156,175843.9377
