name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Holy Innocents Church,Paddenswick Road,,,Hammersmith and Fulham,http://www.hisj.co.uk/venue-hire/,34118167,E09000013,Ravenscourt,E05013746,51.49856204,-0.236953776,522476.0128,179209.0021
Rose Bruford College,Lamorbey House,Burnt Oak Lane,,Bexley,https://www.bruford.ac.uk/,10011845091,E09000004,Blackfen & Lamorbey,E05011220,51.4392706,0.106472282,546502.013,173246.0015
The Space ,269 Westferry Road,,,Tower Hamlets,www.space.org.uk,6060149,E09000030,Island Gardens,E05009324,51.49216667,-0.024198973,537262.0114,178874.9999
Brady Arts and Community Centre,192-196 Hanbury St,,,Tower Hamlets,http://www.rehearsalspacelondon.co.uk/Studio-Hire-North-of-the-River/45-/Brady-Arts-amp-Community-Centre,6011121,E09000030,Spitalfields & Banglatown,E05009333,51.51941799,-0.065368543,534324.012,181829.0032
Artsadmin,Toynbee Studios,28 Commercial Street,,Tower Hamlets,http://www.artsadmin.co.uk/toynbee-studios/spaces,6183619,E09000030,Spitalfields & Banglatown,E05009333,51.51649284,-0.072310144,533851.012,181491.0027
Kobi Nazrul Centre,30 Handbury St,,,Tower Hamlets,http://www.towerhamletsarts.org.uk/?s=3&v=16&guide=AllAges,6001111,E09000030,Spitalfields & Banglatown,E05009333,51.52022816,-0.07306046,533788.0118,181905.0027
Eastside Educational Trust,Suite 16 Perseverance Works,37 Hackney Road,,Hackney,www.eastside.org.uk,,E09000012,Hoxton East & Shoreditch,E05009377,51.52788,-0.07657,533522.1631,182749.4866
Graeae Theatre Company,138 Kingsland Road,,,Hackney,www.graeae.org,10091775254,E09000012,Haggerston,E05009375,51.53116206,-0.076823044,533495.0127,183113.9982
Apiary Studios,458 - 460 Hackney Road,,,Tower Hamlets,http://www.apiarystudios.org/,6183708,E09000030,St Peter's,E05009331,51.53208,-0.05889,534736.0838,183248.9711
3 Mills Studios,Three Mill Lane,,,Newham,www.3mills.com,10009018097,E09000025,Stratford,E05013924,51.52684777,-0.006391701,538393.0092,182764.9984
Chisenhale Dance Space,68-84 Chisenhale Rd,,,Tower Hamlets,http://www.chisenhaledancespace.co.uk/space-hire,10015466801,E09000030,Bow West,E05009320,51.5336288,-0.038451233,536149.0118,183459.0034
Hackney Attic,270 Mare Street,,,Hackney,https://www.picturehouses.com/cinema/Hackney_Picturehouse,1.00E+11,E09000012,Homerton,E05009376,51.54503626,-0.054950482,534971.013,184697.0077
Hub67,67 Rothbury Road,,,Tower Hamlets,http://hubsixtyseven.com/,6077462,E09000030,Bow East,E05009319,51.54213483,-0.024976221,537058.0122,184430.0028
Chats Palace,42-44 Brooksby's Road,,,Hackney,https://chatspalace.com/rehearsals-auditions/,1.00E+11,E09000012,King's Park,E05009379,51.55013033,-0.042761181,535801.0079,185286.0021
Sadler's Wells Theatre,Rosebery Avenue,,,Islington,www.sadlerswells.com/venue-hire/studios,5300080047,E09000019,Clerkenwell,E05013702,51.52942925,-0.106264614,531458.0124,182868.0012
Winston Churchill Theatre,Manor Farm,Pinn Way,,Hillingdon,http://www.hillingdontheatres.uk/,1.00E+11,E09000017,Ruislip,E05013577,51.5789453,-0.428743514,508972.0125,187845.0071
NLPAC Performing Arts,76 St James Lane,Muswell Hill,,Haringey,www.nlpac.co.uk,10003973500,E09000014,Muswell Hill,E05013594,51.58814469,-0.139610629,528979.0087,189338.0007
Young Actors Theatre,70-72 Barnsbury Rd,Islington,,Islington,www.yati.org.uk,5300006610,E09000019,Barnsbury,E05013698,51.53652268,-0.110613204,531136.0136,183648.9968
Bridge Theatre Training Company,90 Kingsway,Tally Ho Corner,,Barnet,www.thebridge-ttc.org,200196013,E09000003,West Finchley,E05013648,51.6128175,-0.176704377,526341.0141,192017.0001
Rosemary Branch Theatre ‚Äì Marie Lloyd Room,2 Shepperton Road,,,Islington,http://www.rosemarybranchtheatre.co.uk/,5300082551,E09000019,Canonbury,E05013701,51.53762241,-0.08693312,532775.0116,183813.9975
Dance Research Studio,23 Orsman Rd,Haggerston,,Hackney,http://www.jackylansley.co.uk/pdfs/StudioHire.pdf,10008237591,E09000012,Hoxton East & Shoreditch,E05009377,51.53614877,-0.078761295,533346.0109,183664.9985
Total Refreshment Studios,2A Foulden Rd,,,Hackney,http://totalrefreshment.net/,10008274727,E09000012,Stoke Newington,E05009385,51.55550288,-0.07232018,533736.0121,185829.0026
VFDalston,66 Stoke Newington Road,,,Hackney,https://www.vfdalston.com/calendar,1.00E+11,E09000012,Shacklewell,E05009382,51.55256417,-0.07462241,533585.012,185498.0033
St Matthias Church,Wordsworth Road,Stoke Newington,,Hackney,www.movingeast.co.uk,10008239574,E09000012,Clissold,E05009369,51.55249752,-0.079327632,533259.0116,185482.004
Factory Fitness and Dance Centre,407 Hornsey Road,,,Islington,www.factoryrehearsalstudios.com,5300050793,E09000019,Tollington,E05013712,51.56650382,-0.121793909,530275.0088,186962.9973
Park Theatre,Clifton Terrace,,,Islington,www.parktheatre.co.uk,10090266645,E09000019,Finsbury Park,E05013703,51.56566816,-0.108409695,531205.0138,186893.9991
London School of Capoeira,Unit 1-2 Leeds Place,,,Islington,www.londonschoolofcapoeira.com,10010441351,E09000019,Tollington,E05013712,51.56710573,-0.115030722,530742.0127,187042.0026
Jacksons Lane,269a Archway Road,,,Haringey,www.jacksonslane.org.uk,1.00E+11,E09000014,Highgate,E05013592,51.57710995,-0.146368111,528542.0109,188099.0017
Red Hedgehog,255-257 Archway Road,,,Haringey,www.theredhedgehog.co.uk,10022938228,E09000014,Highgate,E05013592,51.57589952,-0.143747421,528727.0106,187969.0011
Holly Lodge Community Centre,30 Makepeace Avenue,,,Camden,www.hollylodge.org.uk,5062979,E09000007,Highgate,E05013661,51.56468,-0.14828,528444.5368,186713.3829
Islington Arts Factory,2 Parkhurst Road,,,Islington,www.islingtonartsfactory.org,5300071066,E09000019,Holloway,E05013706,51.55412346,-0.122505777,530261.0102,185584.9966
Platform Theatre,Hornsey Road,,,Islington,http://www.platformislington.org.uk/,10012794343,E09000019,Finsbury Park,E05013703,51.56133802,-0.115932747,530696.0119,186399.0016
Pleasance Theatre,Carpenters Mews,,,Islington,www.pleasance.co.uk,10012788835,E09000019,Holloway,E05013706,51.54874017,-0.121588006,530340.012,184988.0002
Total Boxer,21 Cranford Way,,,Haringey,https://totalboxer.com/,2.00E+11,E09000014,Hornsey,E05013593,51.58215604,-0.110929795,530983.0124,188723.0005
Theatro Technis,26 Crowndale Road,,,Camden,www.theatrotechnis.com,5061419,E09000007,St Pancras & Somers Town,E05013669,51.53554159,-0.134157342,529506.0119,183498.0027
Old Diorama Arts Centre ,201 Drummond St,,,Camden,http://www.diorama-arts.org.uk/studios.html,5169343,E09000007,Regent's Park,E05013668,51.52618894,-0.139239584,529180.0113,182449.0028
Cecil Sharp House,2 Regent's Park Road,,,Camden,www.efdss.org,5066674,E09000007,Primrose Hill,E05013667,51.53810212,-0.149337866,528446.0119,183756.0026
Etcetera Theatre,265 Camden High St,,,Camden,www.etceteratheatre.com,5007472,E09000007,Camden Town,E05013655,51.54015861,-0.144034106,528808.0121,183994.0023
The Old Chapel,50-52 Camden Sq,,,Camden,https://www.londonirishcentre.org/News/venue-hire,5109495,E09000007,Camden Square,E05013654,51.54375709,-0.13222034,529617.0121,184415.002
Clean Break Theatre Company,2 Patshull Road,,,Camden,http://www.cleanbreak.org.uk/,5134469,E09000007,Kentish Town South,E05013664,51.5471495,-0.140850515,529009.012,184777.0028
Rooms Above,174 Mill Lane,West Hampstead,,Camden,www.theroomsabove.org.uk,5087084,E09000007,West Hampstead,E05013671,51.55180897,-0.193323933,525358.0127,185204.0021
The Kiln Theatre,269 Kilburn High Road,,,Brent,www.tricycle.co.uk,202079064,E09000005,Kilburn,E05013503,51.54372535,-0.20039359,524890.0115,184293.0018
Queen's Theatre Hornchurch,Billet Lane,Hornchurch,,Havering,http://www.queens-theatre.co.uk/,1.00E+11,E09000016,St Andrew's,E05013982,51.5652114,0.219438999,553928.0179,187482.0051
Jerwood Space,171 Union Street,,,Southwark,www.jerwoodspace.co.uk,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50360424,-0.099727817,531986.0112,180008.0028
Alford House,Aveline Street,Kennington,,Lambeth,www.alfordhouse.org.uk,1.00E+11,E09000022,Vauxhall,E05014117,51.48755415,-0.113776906,531057.0129,178198.0024
Menier Chocolate Factory,53 Southwark Street,,,Southwark,www.menierchocolatefactory.com,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50466098,-0.094467554,532348.0113,180135.0022
Exchange Theatre,46 Oxford Drive,Magdelen Street,,Southwark,www.exchangetheatre.com,2.00E+11,E09000028,London Bridge & West Bermondsey,E05011104,51.50402366,-0.082952188,533149.0123,180084.9991
Ugly Duck,49 Tanner Street,,,Southwark,http://uglyduck.org.uk/,10009803475,E09000028,London Bridge & West Bermondsey,E05011104,51.49994471,-0.077691537,533526.0117,179641.0014
London Bubble,5 Elephant Lane,,,Southwark,www.londonbubble.org.uk,2.00E+11,E09000028,Rotherhithe,E05011112,51.50060895,-0.055805963,535043.0119,179755.0031
Abacus Arts,2A Browning Street,Southwark,,Southwark,www.abacus-arts.org.uk,2.00E+11,E09000028,North Walworth,E05011107,51.4899561,-0.095469878,532321.0117,178498.003
Pembroke House Hall,80 Tatum Street,,,Southwark,http://www.rehearsalstudioslondon.net/London/pembroke-house-hall/,10000813388,E09000028,North Walworth,E05011107,51.49074243,-0.085771182,532992.012,178603.0031
Waterloo Creative Studio,20 Carlisle Lane,,,Lambeth,http://www.waterloocreativestudio.com/,10093059387,E09000022,Waterloo & South Bank,E05014118,51.49848827,-0.116509522,530836.0126,179409.0024
Calder Theatre Bookshop,51 The Cut,Waterloo,,Southwark,www.calderbookshop.com,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50303372,-0.106711157,531503.0116,179932.0025
St Andrew's Church,Short Street,,,Southwark,www.stjohnswaterloo.org,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50263877,-0.106756352,531501.0116,179888.0028
English Touring Theatre,25 Short Street,Waterloo,,Southwark,www.ett.org.uk,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50263877,-0.106756352,531501.0116,179888.0028
Twist Class Studio,99 Dartmouth Road,,,Lewisham,http://twiststudios.co.uk/,1.00E+11,E09000023,Forest Hill,E05013722,51.43636552,-0.054823313,535301.0131,172613.004
Shala Yoga,537 Norwood Road,,,Lambeth,https://www.theshalalondon.com/,10091118696,E09000022,West Dulwich,E05014119,51.43473658,-0.103565119,531918.0118,172343.0018
Sell A Door,1 Creek Road,,,Greenwich,www.selladoor.com,10023231588,E09000011,Greenwich Creekside,E05014080,51.4814802,-0.025626193,537195.0092,177684.0025
The Albany,Douglas Way,Deptford,,Lewisham,http://www.thealbany.org.uk/hireus/36/Room-Hire,1.00E+11,E09000023,Deptford,E05013719,51.4778771,-0.027409247,537082.0081,177280.0036
St Gabriel's Halls,Churchill Gardens,Pimlico,,Westminster,www.stgabrielshalls.org.uk,10033532471,E09000033,Pimlico South,E05013803,51.48634073,-0.142548173,529063.0154,178012.0036
Paines Plough,43 Aldwych,,,Westminster,www.painesplough.com,10033528828,E09000033,St James's,E05013806,51.51290854,-0.119056357,530618.0117,181008.0024
Westminster St Peter‚ Eaton Square Primary School,Lower Belgrave Street,,,Westminster,https://www.stpetereatonsquare.co.uk/home/hire,2.00E+11,E09000033,Knightsbridge & Belgravia,E05013797,51.49815302,-0.149113152,528574.0128,179314.0026
Her Majesty's Theatre Dome room,Haymarket,,,Westminster,https://www.reallyusefultheatres.co.uk/our-theatres/her-majestys?utm_source=hermajestys.co.uk,1.00E+11,E09000033,St James's,E05013806,51.50812453,-0.13200693,529733.0122,180453.0023
ICA Theatre,12 Carlton House Terrace,,,Westminster,https://www.ica.art/venue-hire,1.00E+11,E09000033,St James's,E05013806,51.50663168,-0.130309973,529855.0124,180290.0025
Lantern Arts Centre,Tolverne Road,Raynes Park,,Merton,www.lanternarts.org,48111953,E09000024,Raynes Park,E05013823,51.41137928,-0.229869091,523202.0125,169526.0018
Brixton Community Base,Talma Road,Brixton,,Lambeth,www.brixtoncommunitybase.org,2.00E+11,E09000022,Brixton Windrush,E05014098,51.45904755,-0.111007586,531331.0117,175033.0019
SWC (Small World Centre),Unit 11 Eurolink Centre,49 Effra Rd,,Lambeth,www.swcbrixton.com,1.00E+11,E09000022,Brixton Rush Common,E05014097,51.4584328,-0.114156644,531114.0117,174959.0024
Electric Brixton,Brixton Hill,,,Lambeth,http://electricbrixton.uk.com/,2.00E+11,E09000022,Brixton Acre Lane,E05014095,51.46019347,-0.116833605,530923.0116,175150.002
Clapham Community Project,St Anne's Hall,31-33 Bromells Road,,Lambeth,www.rehearseatccp.co.uk,1.00E+11,E09000022,Clapham Town,E05014102,51.46276309,-0.1392149,529361.0115,175396.0027
Omnibus,1 Clapham Common North Side,,,Lambeth,www.omnibus-clapham.org,1.00E+11,E09000022,Clapham Town,E05014102,51.46315491,-0.142942058,529101.0115,175433.0025
Jet Studios ,18 Lettice Street,,,Hammersmith and Fulham,http://jetstudios.co.uk/,34041920,E09000013,Fulham Town,E05013739,51.4746528,-0.203315759,524876.0121,176607.0022
Compass Theatre,Glebe Avenue,Ickenham,,Hillingdon,http://www.hillingdontheatres.uk/,1.00E+11,E09000017,Ickenham & South Harefield,E05013573,51.56084851,-0.43986987,508244.0118,185816.0021
Impact Theatre,Impact Community Arts Centre,Ealing Central Sports Ground,Horsenden Lane Sou,Ealing,https://www.impacttheatre.co/,12077905,E09000009,Perivale,E05013534,51.5366496,-0.326929357,516134.0085,183298.0062
Bush Theatre,7 Uxbridge Road,,,Hammersmith and Fulham,https://www.bushtheatre.co.uk/,34032421,E09000013,Shepherd's Bush Green,E05013748,51.50502516,-0.225450345,523257.0098,179947.0006
St James' Church Piccadilly,197 Piccadilly,,,Westminster,www.sjp.org.uk,1.00E+11,E09000033,St James's,E05013806,51.50887253,-0.136631039,529410.0123,180528.0017
Danceworks,16 Balderton Street,,,Westminster,www.danceworks.net,10033558567,E09000033,West End,E05013808,51.51318751,-0.152452465,528300.0116,180980.0024
Dominion Theatre,268-269 Tottenham Court Road,,,Camden,http://www.dominiontheatre.com/events/rehearsal-space/,5083050,E09000007,Bloomsbury,E05013653,51.51696266,-0.129641703,529872.0115,181440.0029
Carousel Spaces,71 Blandford Street,,,Westminster,www.carousel-london.com,1.00E+11,E09000033,Marylebone,E05013801,51.51788107,-0.156413585,528012.0117,181495.0029
Questors Theatre,12 Mattock Lane,,,Ealing,www.questors.org.uk,12084402,E09000009,Walpole,E05013541,51.51170889,-0.309656624,517396.0115,180552.0043
Holy Trinity W6,Brook Green,,,Hammersmith and Fulham,www.trinityfocus.org,34134012,E09000013,Brook Green,E05013735,51.49529194,-0.218121104,523792.0123,178877.0029
Paddington Arts Centre,32 Woodfield Road,,,Westminster,www.paddingtonarts.org.uk,10033601823,E09000033,Westbourne,E05013809,51.52306591,-0.200170735,524962.0125,181996.0031
St George's Church Bloomsbury,6 Little Russell St,,,Camden,www.stgeorgesbloomsbury.org.uk,5185755,E09000007,Bloomsbury,E05013653,51.51748749,-0.125901481,530130.0112,181505.0027
RADA,62-64 Gower Street,,,Camden,www.rada.ac.uk/venues,5110590,E09000007,Bloomsbury,E05013653,51.52170529,-0.131551886,529726.0109,181964.0036
Treadwell Books,33 Store St,,,Camden,http://www.rehearsalspacelondon.co.uk/Studio-Hire-North-of-the-River/150-/Treadwells,5002341,E09000007,Bloomsbury,E05013653,51.51982891,-0.131181873,529757.0111,181756.0035
October Gallery,24 Old Gloucester St,,,Camden,www.octobergallery.co.uk,5087208,E09000007,Holborn & Covent Garden,E05013662,51.52069374,-0.121704877,530412.0111,181869.0038
Conway Hall,25 Red Lion Square,,,Camden,https://conwayhall.org.uk/,5048256,E09000007,Holborn & Covent Garden,E05013662,51.51979404,-0.118311294,530650.0116,181775.0035
London Welsh Centre,157-163 Gray's Inn Road,,,Camden,www.londonwelsh.org,5121205,E09000007,King's Cross,E05013666,51.52505196,-0.117013253,530725.0119,182362.0032
Weston Studio,London School of Economics and Political Sciences ,Saw Swee Hock Student Centre,"6th Floor, 1 Sheff",Westminster,https://sawsweehockcentre.com/spaces/weston-studio/,10033621876,E09000033,St James's,E05013806,51.51463833,-0.117572622,530716.0117,181203.0028
Dragon Hall,17 Stukeley St,Covent Garden,,Camden,www.dragonhall.org.uk,5128852,E09000007,Holborn & Covent Garden,E05013662,51.5166264,-0.122665013,530357.0115,181415.0031
Club for Acts and Actors,20 Bedford Street,,,Westminster,www.thecaa.org,10033589988,E09000033,St James's,E05013806,51.51076582,-0.125082197,530206.0118,180759.0024
Pineapple,7 Langley St,Covent Garden,,Westminster,www.pineapple.uk.com,10033583532,E09000033,St James's,E05013806,51.51335587,-0.125091099,530198.0116,181047.0026
The Seven Dials Playhouse,1A Tower Street,,,Camden,www.actorscentre.co.uk,5077305,E09000007,Holborn & Covent Garden,E05013662,51.51328666,-0.128077287,529991.0116,181034.0029
Raindance Rehearsal Studios,10a Craven StreeT,London,,Westminster,http://www.rehearsalspacelondon.co.uk/Studio-Hire-North-of-the-River/154-/Raindance-Film-Festival,1.00E+11,E09000033,St James's,E05013806,51.50763195,-0.125369429,530195.0123,180410.0026
Applecart Arts,The Passmore Edwards Library,207 Plashet Grove, ,Newham,https://applecartarts.com/our_venue.php#the_theatre,10008996260,E09000025,Plashet,E05013921,51.539588,0.045359576,541943.1405,184280.8922
Hackney Showroom,4 Murrain Road,Kings Crescent Estate, ,Hackney,https://www.hackneyshowroom.com/,10008343497,E09000012,Brownswood,E05009367,51.56253,-0.092479079,532318.2026,186573.7441
Theatre Deli,2 Finsbury Avenue,,,City of London,https://www.theatredeli.co.uk/,1.00E+11,E09000001,Bishopsgate,E05009292,51.519961,-0.08487465,532969.1944,181853.7575
Stockroom ,38 Mayton Street,Islington,,Islington,https://www.stockroom.co.uk/,10090266132,E09000019,Finsbury Park,E05013703,51.559213,-0.11597458,530699.1961,186162.618
Brixton House,385 Coldharbour Lane,Brixton,,Lambeth,https://brixtonhouse.co.uk/,10094957510,E09000022,Brixton Windrush,E05014098,51.461917,-0.11110208,531316.2185,175351.9145
The Tramshed,41 Woolwich New Road,,,Greenwich,https://www.tramshed.org/,1.00E+11,E09000011,Woolwich Arsenal,E05014092,51.489729,0.068609625,543712.1405,178781.9408
Royal Academy of Dance,188 York Road,,,Wandsworth,https://www.royalacademyofdance.org/about-us/venue-hire/,10095440680,E09000032,St Mary's,E05014018,51.46648,-0.17957425,526547.2994,175738.8821
Spanners,Arch 504 Ridgway Rd,,,Lambeth,https://www.spanners.club/,2.00E+11,E09000022,Brixton North,E05014096,51.465273,-0.10398096,531801.2192,175737.8872
Studio One,Simulacra Studio,302-304 Barrington Rd,,Lambeth,https://simulacrastudio.com/studio-one,1.00E+11,E09000022,Brixton Windrush,E05014098,51.463624,-0.10764843,531551.2186,175547.9277
Fitztrovia Community Centre,2 Foley Street,,,Westminster,https://www.fitzroviacommunitycentre.org/room-hire,10033619463,E09000033,West End,E05013808,51.520181,-0.13877482,529229.2517,181781.7326
Price Studios ,Office 215,250 York Road,Battersea,Wandsworth,https://www.pricestudios.co.uk/,1.00E+11,E09000032,St Mary's,E05014018,51.464687,-0.18223701,526367.3002,175534.9053
Unicorn Theatre,147 Tooley St,,,Southwark,https://www.unicorntheatre.com/hire-us,10009804074,E09000028,London Bridge & West Bermondsey,E05011104,51.503841,-0.080665905,533308.2097,180068.8493
London Rehearsal Space,Templeton House,33-34 Chiswell St,,Islington,https://london-rehearsal-space.co.uk/,5300102337,E09000019,Bunhill,E05013699,51.521019,-0.090725848,532560.2001,181960.7924
The Arc,98b St Paul Street,Islington,,Islington,https://www.thearccentre.org/venue-hire,10090265601,E09000019,St Mary's & St James',E05013710,51.535977,-0.095954175,532154.1891,183614.6879
Wildcard Theatre Company,Wildcard Studios,18 Balderton Street,,Westminster,https://www.wildcardtheatre.co.uk/rehearsal-rooms/,1.00E+11,E09000033,West End,E05013808,51.513277,-0.15254592,528293.2758,180989.7902
Centre 151,151 Whiston Road,,,Hackney,http://www.centre151.com/space-hire/studio-1-2/,1.00E+11,E09000012,Haggerston,E05009375,51.53517,-0.070783312,533902.1497,183570.7445
Bridewell Theatre,14 Bride Ln, Fleet St,,City of London,https://www.sbf.org.uk/venue-hire/,95511225,E09000001,Castle Baynard,E05009297,51.51349,-0.10506,531587.4842,181097.7093
The Annex Space,"Unit 7, 7 Fountayne Rd",,,Haringey,http://www.theannexspace.com/tohire,10090478351,E09000014,South Tottenham,E05013599,51.583711,-0.062521141,534332.2615,188983.7705
The Urdang Academy,The Old Finsbury Town Hall,Rosebery Avenue,,Islington,https://theurdang.london/about-us/our-facilities/,5300079780,E09000019,Clerkenwell,E05013702,51.52694,-0.10818154,531332.2136,182587.7545
