name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing,,,
BSMT Space,529 Kingsland Road,E8 4AR,,Hackney,http://www.bsmt.co.uk/#,1.00E+11,E09000012,De Beauvoir,E05009371,51.54575,-0.075975007,533511.1579,184737.7808,,,
Workplace Gallery,40 Margaret Street,W1G 0JH,,Westminster,http://www.workplacegallery.co.uk/#,1.00E+11,E09000033,West End,E05013808,51.516225,-0.14275555,528964.2603,181334.8041,,,
Paradise Row,2 Bourdon Street,W1K 3PA,,Westminster,http://www.paradiserow.com/#,10033627127,E09000033,West End,E05013808,51.510661,-0.14688727,528693.2734,180708.8133,,,
Edel Assanti,1B Little Titchfield Street,W1W 7BU,,Westminster,http://www.edelassanti.com/#,10033537536,E09000033,West End,E05013808,51.51803,-0.14092365,529086.2571,181538.7494,,,
Muccaccia Gallery London,21 Dering Street,W1S 1AL,,Westminster,http://partnersandmucciaccia.net/#,10033550603,E09000033,West End,E05013808,51.514255,-0.14554521,528776.2656,181110.8294,,,
James Hyman Fine Art,48 & 50 Maddox Street,W1S 1AY,,Westminster,http://www.jameshymanfineart.com/#,10033613168,E09000033,West End,E05013808,51.512573,-0.14385525,528898.268,180926.7612,,,
Aktis Gallery,50 Jermyn Street,SW1Y 6LX,,Westminster,http://aktis-gallery.co.uk/#,1.00E+11,E09000033,St James's,E05013806,51.507933,-0.13875522,529265.2695,180419.7745,,,
The Sunday Painter,117-119 South Lambeth Road,SW8 1XA,,Lambeth,http://www.thesundaypainter.co.uk/#,10094054400,E09000022,Oval,E05014108,51.479165,-0.12345154,530409.2582,177247.8574,,,
Beers London,51 Little Britain,EC1A 7BH,,City of London,http://beerslondon.com/#,95515159,E09000001,Farringdon Within,E05009304,51.518353,-0.099874759,531933.2144,181647.8026,,,
Plus One Gallery,The Piper Building,Peterborough Road,,Hammersmith and Fulham,http://www.plusonegallery.com/#,See notes,E09000013,Palace & Hurlingham,E05013744,51.4659,-0.19315,525605.9681,175651.0421,,,
Pace London 1,5 Hanover Square,W1S 1HQ,,Westminster,http://www.pacegallery.com/#,10033619140,E09000033,West End,E05013808,51.513919,-0.14309434,528947.265,181077.7774,,,
Highgate Contemporary Art,"Unit B307, The Chocolate Factory",5 Clarendon Road,,Haringey,http://www.highgateart.com/#,1.00E+11,E09000014,Noel Park,E05013595,51.594564,-0.11491639,530671.2535,190095.6882,,,
Eleven,17 Gothic Road,Twickenham,,Richmond upon Thames,http://www.elevenfineart.com/#,1.00E+11,E09000027,West Twickenham,E05013790,51.442456,-0.3492755,514820.519,172788.0451,,,
La Galleria,298 Garratt Lane,Earlsfield,,Wandsworth,http://www.lagalleria.org/#,121045946,E09000032,Wandle,E05014026,51.444332,-0.19064344,525839.3023,173256.9688,,,
Stephen Wiltshire Gallery,22 Palace Court,W2 4HU,,Westminster,http://www.stephenwiltshire.co.uk/london_gallery.aspx#,1.00E+11,E09000033,Bayswater,E05013793,51.511535,-0.19195961,525563.3235,180727.7835,,,
Panter and Hall,11-12 Pall Mall,SW1Y 5LU,,Westminster,http://www.panterandhall.com/#,1.00E+11,E09000033,St James's,E05013806,51.507127,-0.13331222,529645.2649,180339.7651,,,
Art First,The Forge,15 St Mary's Walk,,Lambeth,http://www.artfirst.co.uk/#,1.00E+11,E09000022,Kennington,E05014105,51.493655,-0.10849388,531406.253,178885.8851,,,
The Fine Art Society,25 Carby Street,W1F 7DE,,Westminster,http://faslondon.com/#,1.00E+11,E09000033,West End,E05013808,51.513413,-0.13894984,529236.26,181028.8135,,,
Timothy Taylor Gallery,15 Bolton Street,W1J 8BG,,Westminster,http://www.timothytaylorgallery.com/#,1.00E+11,E09000033,West End,E05013808,51.507277,-0.14443075,528873.2754,180336.8269,,,
Andor Gallery,19 Ridley Road,E8 2NP,,Hackney,http://www.creativeandorcultural.com/#,10008464632,E09000012,Dalston,E05009370,51.54844,-0.073827857,533652.1607,185040.8406,,,
Adrian Sassoon Gallery,14 Rutland Gate,SW7 1BB,,Westminster,http://www.thesassoongallery.co.uk/#,1.00E+11,E09000033,Knightsbridge & Belgravia,E05013797,51.501174,-0.16868269,527207.3127,179615.7793,,,
Hannah Barry Gallery,4 Holly Grove,SE15 5DF,,Southwark,http://www.hannahbarry.com/#,2.00E+11,E09000028,Rye Lane,E05011113,51.470288,-0.069648394,534171.2185,176357.8783,,,
Rhodes Contemporary Art,3-5 Swallow Street,WC2H 8DA,,Camden,https://rhodescontemporaryart.com/,5066491,E09000007,Holborn & Covent Garden,E05013662,51.515427,-0.12764022,530015.245,181272.7866,,,
Catharine Miller Gallery,Hollywood Road Gallery,12 Hollywood Road,SW10 9HY,Kensington and Chelsea,https://www.catharinemiller.com/,217040769,E09000020,Redcliffe,E05009402,51.486038,-0.18471524,526136.3459,177904.9167,,,
Frith Street Gallery Soho Square,60 Frith Street,W1D 3JJ,,Westminster,https://www.frithstreetgallery.com/,1.00E+11,E09000033,West End,E05013808,51.514213,-0.13215783,529705.252,181129.7794,,,
Pontone Gallery,74 Newman Street,W1T 3DB,,Westminster,https://pontonegallery.com/,10033614780,E09000033,West End,E05013808,51.517627,-0.1359386,529433.2523,181502.7324,,,
Kristin Hjellegjerde Gallery (London Bridge),2 Melior Place,SE1 3SZ,,Southwark,https://kristinhjellegjerde.com/,No UPRN,E09000028,London Bridge & West Bermondsey,E05011104,51.50237,-0.08427,533062.3733,179898.7147,,,
Sadie Coles HQ Brury Street,8 Bury Street,SW1Y 6AB,,Westminster,http://www.sadiecoles.com/#,1.00E+11,E09000033,St James's,E05013806,51.506691,-0.13811417,529313.2694,180282.7941,,,
Ronchini Gallery,22 Dering Street,W1S 1AN,,Westminster,https://www.ronchinigallery.com/,No UPRN,E09000033,West End,E05013808,51.51416,-0.14626,528726.9384,181099.0089,,,
Gaglirdi Gallery,509 King's Road,SW10 0TX,,Kensington and Chelsea,https://www.gagliardigallery.org/,217106780,E09000020,Chelsea Riverside,E05009391,51.480809,-0.18390032,526207.3356,177324.8408,,,
Tanya Baxter Contemporary,436 King's Road,SW10 0LJ,,Kensington and Chelsea,https://tanyabaxtercontemporary.com/,217103526,E09000020,Stanley,E05009405,51.483214,-0.17777014,526626.333,177602.8574,,,
Eclectic Gallery,16 Newman Street,W1T 1PB,,Westminster,https://eclecticgallery.co.uk/,1.00E+11,E09000033,West End,E05013808,51.517255,-0.13514665,529489.2515,181462.7653,,,
Hales London,7 Bethl Green Road,E1 6LA,,Hackney,https://halesgallery.com/,No UPRN,E09000012,Hoxton East & Shoreditch,E05009377,51.52373,-0.07622,533558.5795,182288.6394,,,
Herald St (Shoreditch),2 Herald Street,E2 6JT,,Tower Hamlets,http://www.heraldst.com/,6176877,E09000030,St Peter's,E05009331,51.524865,-0.0555633,534988.1437,182452.7725,,,
Herald St (Camden),43 Museum Street,WC1A 1LY,,Camden,http://www.heraldst.com/,5087447,E09000007,Bloomsbury,E05013653,51.517728,-0.12532617,530169.2402,181532.7698,,,
Ojiri Gallery,29 Charlotte Road,EC2A 3PB,,Hackney,http://www.ojirigallery.com/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.525371,-0.081375219,533196.1827,182461.7225,,,
Kate MacGarry,27 Old Nichol Street,E2 7HR,,Tower Hamlets,https://www.katemacgarry.com/,6004160,E09000030,Weavers,E05009335,51.524699,-0.075435373,533610.1722,182397.8263,,,
Annka Kultys Gallery,Unit 9,472 Hackney Road,E2 9EQ,Tower Hamlets,http://www.annkakultys.com/,No UPRN,E09000030,St Peter's,E05009331,51.53214,-0.05829,534777.5199,183256.7493,,,
Yield Gallery,Floor 2,8 Denmark Streets,WC2H 8LS,Camden,https://www.yieldgallery.com/,No UPRN,E09000007,Holborn & Covent Garden,E05013662,51.51513,-0.12946,529889.8298,181236.5314,,,
Gallery Different,14 Percy Street,W1T 1DR,,Camden,https://www.gallerydifferent.co.uk/,5048677,E09000007,Bloomsbury,E05013653,51.518344,-0.13294012,529639.2475,181587.7664,,,
Eden Gallery,103 New Bond Street,W1S 1ST,,Westminster,https://www.eden-gallery.com/,1.00E+11,E09000033,West End,E05013808,51.513602,-0.14634997,528722.2684,181036.8005,,,
Delahunty Fine Art,29 Bruton St,W1J 6QP,,Westminster,http://www.delahuntyfineart.com/,1.00E+11,E09000033,West End,E05013808,51.51078,-0.14473518,528842.2699,180725.8293,,,
Albermarle Gallery,Lower Ground Floor,74 Newman Street,W1T 3DB,Westminster,https://albemarlegallery.com/,10033614780,E09000033,West End,E05013808,51.517627,-0.1359386,529433.2523,181502.7324,,,
ONEROOM Gallery,9 French Place,E1 6JB ,,Hackney,https://www.oneroomgallery.co.uk/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.525593,-0.078425034,533400.1764,182491.7846,,,
Zari Gallery,73 Newman Street,W1T 3EJ,,Westminster,https://zarigallery.co.uk,1.00E+11,E09000033,West End,E05013808,51.517664,-0.13600915,529428.2528,181506.7222,,,
Tsivrikos Shake,97 New Bond Street,W1S 1SN,,Westminster,https://www.tsivrikosshake.com/,10033598933,E09000033,West End,E05013808,51.513874,-0.14646865,528713.2673,181066.8387,,,
Carlos Ishikawa,"Unit 4, Cook's Yard",88 Mile End Road,,Tower Hamlets,https://www.carlosishikawa.com/,6362222,E09000030,Stepney Green,E05009334,51.520049,-0.0520063,535249.1478,181923.7802,,,
New Art Projects ,6D Sheep Ln,London,,Hackney,https://newartprojects.com/,10008322482,E09000012,London Fields,E05009381,51.535021,-0.060076278,534645.1319,183573.8386,,,
Almine Rech,Broadbent House,Grosvenor Hill,London,Westminster,https://www.alminerech.com/,1.00E+11,E09000033,West End,E05013808,51.511655,-0.14664516,528707.2726,180819.7728,,,
Dellasposa,2a Bathurst St,Tyburnia,London,Westminster,https://www.dellasposa.com/,1.00E+11,E09000033,Hyde Park,E05013796,51.512872,-0.17492953,526741.3021,180905.7882,,,
Belmacz,45 Davies Street,London,,Westminster,http://belmacz.com/,1.00E+11,E09000033,West End,E05013808,51.512411,-0.14840153,528583.2738,180900.7565,,,
Arcadia Missa,35 Duke Street,London,,Westminster,https://arcadiamissa.com/,10033571076,E09000033,West End,E05013808,51.515025,-0.15159604,528354.2715,181185.8343,,,
Sarah Myerscough Gallery,The Old Boathouse,1 White Hart Lane,,Richmond upon Thames,https://www.sarahmyerscough.com/,1.00E+11,E09000027,Mortlake & Barnes Common,E05013783,51.470772,-0.25548509,521263.4035,176087.8926,,,
Felix & Spear,71 St. Mary's Road,London ,,Ealing,https://www.felixandspear.com/,12083138,E09000009,Ealing Common,E05013521,51.504988,-0.30515836,517725.4616,179811.8277,,,
Studio West,"Unit 1, 216 Kensington Park Road",London,,Kensington and Chelsea,https://studiowest.art/,See notes,E09000020,Colville,E05009392,51.5164,-0.20607,524570.9563,181244.6905,,,
The Muse,269 Portobello Road,,,Kensington and Chelsea,https://themuseat269.london/,See notes,E09000020,Colville,E05009392,51.51792,-0.20683,524514.0825,181412.4256,,,
Cecilia Brunson Projects,2G Royal Oak Yard,Bermondsey Street,,Southwark,https://www.ceciliabrunsonprojects.com/,10009800248,E09000028,London Bridge & West Bermondsey,E05011104,51.498986,-0.082382679,533203.2185,179525.8463,,,
Corvi-Mora,1a Kempsford Road (off Wincott Street),London,,Lambeth,https://www.corvi-mora.com/,1.00E+11,E09000022,Kennington,E05014105,51.491182,-0.1085242,531411.2538,178610.8306,,,
EMALIN,1 Holywell Lane,London,,Hackney,https://emalin.co.uk/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.523871,-0.077589364,533463.1767,182301.8198,,,
Goodman Gallery,26 Cork Street,London,,Westminster,https://www.goodman-gallery.com/,10033640464,E09000033,West End,E05013808,51.510257,-0.14126892,529084.2685,180673.7734,,,
Gossamer Fog,BST 186a Deptford High Street,London,,Lewisham,https://www.gossamerfog.com/,1.00E+11,E09000023,Deptford,E05013719,51.480444,-0.026114803,537164.1921,177567.8631,,,
greengrassi,1a Kempsford Road,London,,Lambeth,https://www.greengrassi.com/,1.00E+11,E09000022,Kennington,E05014105,51.491182,-0.1085242,531411.2538,178610.8306,,,
Hazlitt Holland-Hibbert,37-38 Bury Street,London,,Westminster,www.hh-h.com,1.00E+11,E09000033,St James's,E05013806,51.506479,-0.13835337,529297.27,180258.7972,,,
Hignell Gallery,12 - 14 Shepherd Street,London,,Westminster,https://hignellgallery.com/,10033623042,E09000033,West End,E05013808,51.506319,-0.14699138,528698.2804,180225.7946,,,
Huxley-Parlour,3-5 Swallow Street,London,,Westminster,https://huxleyparlour.com/,10033625765,E09000033,West End,E05013808,51.509189,-0.13743589,529353.266,180561.772,,,
Jack Bell,13 Mason's Yard,London,,Westminster,https://www.jackbellgallery.com/,1.00E+11,E09000033,St James's,E05013806,51.507762,-0.13704737,529384.2673,180403.7741,,,
JD Malat Gallery,30 Davies Street,London,,Westminster,https://jdmalat.com/,1.00E+11,E09000033,West End,E05013808,51.511952,-0.14777164,528628.2723,180850.8209,,,
Karsten Schubert London,"Room 2, 44 Lexington Street",London,,Westminster,https://www.karstenschubert.com/,1.00E+11,E09000033,West End,E05013808,51.513081,-0.13619624,529428.2594,180996.7565,,,
KÖNIG London,259 Old Marylebone Road,London,,Westminster,https://www.koeniggalerie.com/,1.00E+11,E09000033,Marylebone,E05013801,51.518231,-0.16678788,527291.2839,181515.8358,,,
LAMB,32 St. George Street,London,,Westminster,https://www.lamb-arts.com/,1.00E+11,E09000033,West End,E05013808,51.512205,-0.1427317,528977.2662,180887.8168,,,
Luxembourg + Co.,2 Savile Row,London,,Westminster,https://luxembourgco.com/,1.00E+11,E09000033,West End,E05013808,51.510409,-0.13949018,529207.2652,180693.8119,,,
LGDR,22 Old Bond Street,London,,Westminster,https://lgdr.com/,1.00E+11,E09000033,West End,E05013808,51.509455,-0.14114305,529095.269,180584.8119,,,
Lyndsey Ingram,20 Bourdon Street,London,,Westminster,https://lyndseyingram.com/,See notes,E09000033,West End,E05013808,51.51115,-0.14527,528804.1159,180766.0332,,,
Maddox Gallery,9 Maddox Street,Mayfair,London,Westminster,https://maddoxgallery.com/,1.00E+11,E09000033,West End,E05013808,51.51331,-0.14156259,529055.2651,181012.7534,,,
MASSIMODECARLO,55 South Audley Street,London,,Westminster,https://www.massimodecarlo.com/,1.00E+11,E09000033,West End,E05013808,51.509755,-0.1521696,528329.281,180598.798,,,
Mazzoleni,15 Old Bond St,London,,Westminster,https://mazzoleniart.com/,1.00E+11,E09000033,West End,E05013808,51.50906,-0.14059713,529134.2675,180541.8496,,,
MMX Gallery,448 New Cross Road,London,,Lewisham,https://mmxgallery.com/,1.00E+11,E09000023,Deptford,E05013719,51.475247,-0.029348836,536955.2037,176983.9112,,,
mother's tankstation,58-64 Three Colts Lane,London,,Tower Hamlets,http://www.motherstankstation.com/,See notes,E09000030,St Peter's,E05009331,51.52449,-0.05565,534983.2384,182410.9111,,,
hmad Projects,2 Cork St,London,,Westminster,https://nahmadprojects.com/,10033547503,E09000033,West End,E05013808,51.510547,-0.14194887,529036.2677,180704.8238,,,
Opera Gallery,134 New Bond Street,London,,Westminster,https://www.operagallery.com/,1.00E+11,E09000033,West End,E05013808,51.511972,-0.14447058,528857.2678,180858.8467,,,
Parafin Gallery,18 Woodstock Street,London,,Westminster,http://parafin.co.uk/,1.00E+11,E09000033,West End,E05013808,51.513926,-0.14748981,528642.2682,181070.8273,,,
Patrick Heide Contemporary Art,11 Church Street,London,,Westminster,https://www.patrickheide.com/,1.00E+11,E09000033,Church Street,E05013794,51.524383,-0.16864545,527145.2795,182196.7227,,,
Paul Stolper,31 Museum Street,London,,Camden,https://www.paulstolper.com/,5159442,E09000007,Bloomsbury,E05013653,51.51791,-0.12603937,530119.2409,181551.7413,,,
Pippy Houldsworth Gallery,6 Heddon Street,London,,Westminster,https://www.houldsworth.co.uk/,1.00E+11,E09000033,West End,E05013808,51.511055,-0.13942061,529210.2654,180765.7706,,,
Project tive Informant,Dressage Court,48 Three Colts Lane ,,Tower Hamlets,https://projectnativeinformant.com/,6708732,E09000030,St Peter's,E05009331,51.524428,-0.056302719,534938.1445,182402.8121,,,
Richard Saltoun Gallery,41 Dover Street,London,,Westminster,https://www.richardsaltoun.com/,1.00E+11,E09000033,West End,E05013808,51.50805,-0.14212252,529031.2706,180426.8486,,,
Rodeo,12a Bourdon Street,London,,Westminster,https://rodeo-gallery.com/,1.00E+11,E09000033,West End,E05013808,51.51093,-0.14568023,528776.2708,180740.8477,,,
Seen Fifteen,"Studio DG1, The Bussey Building",Copeland Park,133 Copeland Road,Southwark,http://seenfifteen.com/,2.00E+11,E09000028,Rye Lane,E05011113,51.469999,-0.065772976,534441.2204,176332.8487,,,
Seventeen,270-276 Kingsland Road (Entrance on Acton Mews),London,,Hackney,http://www.seventeengallery.com/,1.00E+11,E09000012,Haggerston,E05009375,51.53785,-0.076250515,533515.1539,183858.7666,,,
Simon Lee Gallery,12 Berkeley Street,London,,Westminster,https://www.simonleegallery.com/,1.00E+11,E09000033,West End,E05013808,51.508216,-0.14298037,528971.2729,180443.7973,,,
Stephen Friedman Gallery,25-28 Old Burlington Street,London,,Westminster,https://www.stephenfriedman.com/,1.00E+11,E09000033,West End,E05013808,51.510608,-0.14125465,529084.2669,180712.8302,,,
Stern Pissarro Gallery,66 St. James's Street,London,,Westminster,,1.00E+11,E09000033,St James's,E05013806,51.506071,-0.13924901,529236.2706,180211.8468,,,
TAFETA,91 Great Russell Street,London,,Camden,https://www.tafeta.com/,See notes,E09000007,Bloomsbury,E05013653,51.51794,-0.12734,530028.9201,181552.7677,,,
Thaddeus Ropac,Ely House,37 Dover Street,,Westminster,https://ropac.net/,1.00E+11,E09000033,West End,E05013808,51.508497,-0.14253664,529001.2713,180475.8261,,,
The Approach,47 Approach Road,London,,Tower Hamlets,https://theapproach.co.uk/,6040399,E09000030,St Peter's,E05009331,51.531359,-0.051826309,535228.1263,183181.8271,,,
San Mei Gallery,39a Loughborough Road,,,Lambeth,https://www.sanmeigallery.co.uk/,10094054829,E09000022,Myatt's Fields,E05014107,51.470868,-0.10854377,531468.2266,176351.8552,,,
Fitztrovia Chapel,Fitzroy Place,2 Pearson Square,,Westminster,https://www.fitzroviachapel.org/,10033628103,E09000033,West End,E05013808,51.518969,-0.13833416,529263.253,181647.7341,,,
The Gallery of Everything,4 Chiltern Street,,,Westminster,https://www.gallevery.com/,1.00E+11,E09000033,Marylebone,E05013801,51.518587,-0.15455076,528139.2709,181576.7607,,,
TJ Boulting,59 Riding House Street,,,Westminster,https://www.tjboulting.com/,1.00E+11,E09000033,West End,E05013808,51.519301,-0.13940168,529188.2529,181682.7696,,,
Union Pacific,17 Goulston Street,,,Tower Hamlets,https://unionpacific.co.uk/,6001918,E09000030,Spitalfields & Banglatown,E05009333,51.51604,-0.074993225,533666.1867,181435.7414,,,
Vigo Gallery,7-8 Masons Yard,St. James's,,Westminster,https://www.vigogallery.com/,10033538227,E09000033,St James's,E05013806,51.507811,-0.13730475,529366.268,180408.7684,,,
Yamamoto Keiko Rochaix,19 Goulston Street,,,Tower Hamlets,https://yamamotokeiko.com/,6002479,E09000030,Spitalfields & Banglatown,E05009333,51.51604,-0.074993225,533666.1867,181435.7414,,,
Knight Webb Gallery,58 Battersea Bridge Rd,,,Wandsworth,https://www.knightwebbgallery.com/,1.00E+11,E09000032,St Mary's,E05014018,51.478596,-0.17049448,527144.3125,177101.9209,,,
JGM Gallery,24 Howie St,,,Wandsworth,https://www.jgmgallery.com/,10094189970,E09000032,Battersea Park,E05014010,51.479244,-0.16938845,527219.313,177175.8994,,,
Quantum Contemporary Art,The Imperial Laundry,87 Warriner Gardens,,Wandsworth,https://www.quantumart.co.uk/,See notes,E09000032,Battersea Park,E05014010,51.47422,-0.15817,528012.3323,176636.7531,,,
London Glassblowing ,62-66 Bermondsey Street,,,Southwark,https://londonglassblowing.co.uk/,2.00E+11,E09000028,London Bridge & West Bermondsey,E05011104,51.501615,-0.082574898,533182.2157,179817.841,,,
Moarain House,223 Cambridge Heath Road,E2 0EL,,Tower Hamlets,https://www.moarainhouse.com/,6179213,E09000030,St Peter's,E05009331,51.524971,-0.055429054,534997.1424,182464.8079,,,
Guts Gallery ,"Unit 2, Sidings House",10 Andre Street,Lower Clapton,Hackney,https://gutsgallery.co.uk/,10008348250,E09000012,Hackney Central,E05009372,51.550799,-0.062563985,534426.1639,185323.8129,,,
Unit London,3 Hanover Square,Mayfair,,Westminster,https://unitlondon.com/,1.00E+11,E09000033,West End,E05013808,51.513457,-0.14289693,528962.2665,181026.7499,,,
Sid Motion Gallery,24a Perth Centre,Hatcham Road,,Southwark,https://sidmotiongallery.co.uk/,No UPRN,E09000028,Old Kent Road,E05011109,51.48388,-0.05488,535156.7398,177896.4559,,,
Indigo + Madder,Kirkman House,12 - 14 Whitfield Street,,Camden,https://indigoplusmadder.com/,5161102,E09000007,Bloomsbury,E05013653,51.519403,-0.13392022,529568.2459,181703.7943,,,
Bosse & Baum,Unit BGC,"Ground Floor, Bussey Building", 133 Rye Lane,Southwark,https://www.bosseandbaum.com/,2.00E+11,E09000028,Rye Lane,E05011113,51.469999,-0.065772976,534441.2204,176332.8487,,,
Alice Black,46 Mortimer St,London,,Westminster,https://www.aliceblackart.com/,1.00E+11,E09000033,West End,E05013808,51.517909,-0.14065473,529105.2563,181525.768,,,
Taymour Grahne - Holland Park,10 Portland Road,London,,Kensington and Chelsea,https://taymourgrahne.com/,217106980,E09000020,Norland,E05009398,51.507294,-0.20796417,524464.3453,180228.8643,,,
Taymour Grahne - Holland Park,1 Lonsdale Road,London,,Kensington and Chelsea,https://taymourgrahne.com/,217113069,E09000020,Colville,E05009392,51.515206,-0.19969792,525016.327,181122.7709,,,
Taymour Grahne Projects - The Artist Room,52 Lonsdale Road,London,,Kensington and Chelsea,https://taymourgrahne.com/,217055450,E09000020,Colville,E05009392,51.514732,-0.20159024,524886.3282,181066.8333,,,
DADA Gallery,4 Cromwell Place,London,,Kensington and Chelsea,https://thedadagallery.com/,217021416,E09000020,Brompton & Hans Town,E05009389,51.495116,-0.17460158,526813.3264,178931.8606,,,
IONE & MANN,4 Cromwell Place,London,,Kensington and Chelsea,https://www.ioneandmann.com/,217021416,E09000020,Brompton & Hans Town,E05009389,51.495116,-0.17460158,526813.3264,178931.8606,,,
Addis Fine Art,21 Eastcastle St,London,,Westminster,https://addisfineart.com/,1.00E+11,E09000033,West End,E05013808,51.516815,-0.13798962,529293.2541,181408.8147,,,
ammann // projects,4 Cromwell Place,London,,Kensington and Chelsea,https://www.ammann-projects.com/,217021416,E09000020,Brompton & Hans Town,E05009389,51.495116,-0.17460158,526813.3264,178931.8606,,,
Amanda Wilkinson Gallery,"1st Floor, 18 Brewer St",London,,Westminster,https://amandawilkinsongallery.com/,1.00E+11,E09000033,West End,E05013808,51.51235,-0.13430933,529561.257,180918.8042,,,
3812 Gallery,21 Ryder Street,,,Westminster,https://www.3812gallery.com/,1.00E+11,E09000033,St James's,E05013806,51.5066,-0.13857901,529281.2692,180271.8543,,,
Bartha Contemporary,7 Ledbury Mews North,London,,Kensington and Chelsea,https://www.barthacontemporary.com/,217052551,E09000020,Colville,E05009392,51.513711,-0.19952628,525032.3282,180956.8168,,,
AALondon Gallery,24 Devonshire Road,Chiswick,,Hounslow,https://www.aalondongallery.com/,2.00E+11,E09000018,Chiswick Homefields,E05013610,51.491728,-0.25567924,521194.4227,178417.9138,,,
Black Box Projects,"4 Cromwell Place, Gallery 3",London,,Kensington and Chelsea,https://blackboxprojects.art/,217021416,E09000020,Brompton & Hans Town,E05009389,51.495116,-0.17460158,526813.3264,178931.8606,,,
Ben Hunter,44 Duke Street,London,,Westminster,https://www.benhunter.gallery/,10033533700,E09000033,St James's,E05013806,51.506981,-0.13768445,529342.269,180315.801,,,
Berntson Bhattacharjee Gallery,4 Cromwell Place,London,,Kensington and Chelsea,https://www.bbgallery.art/,217021416,E09000020,Brompton & Hans Town,E05009389,51.495116,-0.17460158,526813.3264,178931.8606,,,
Castor,Kirkman House,12 - 14 Whitfield Street,,Camden,https://www.castor.gallery/,5161102,E09000007,Bloomsbury,E05013653,51.519403,-0.13392022,529568.2459,181703.7943,,,
Claas Reiss,96 Robert Street,London,,Camden,https://claasreiss.com/,5006981,E09000007,Regent's Park,E05013668,51.528678,-0.14324357,528895.2447,182718.7353,,,
Cooke Latham,41 Parkgate Road,London,,Wandsworth,https://www.cookelathamgallery.com/,10090501557,E09000032,Battersea Park,E05014010,51.479149,-0.16736167,527360.311,177168.8554,,,
CØPPERFIELD,6 Copperfield Street,London,,Southwark,https://www.copperfieldgallery.com/,2.00E+11,E09000028,Borough & Bankside,E05011095,51.503167,-0.097293305,532156.23,179963.7705,,,
Darren Flook/Freehouse,106 Great Portland St.,London,,Westminster,https://freehouse54.com/,1.00E+11,E09000033,West End,E05013808,51.519292,-0.14221278,528993.255,181676.8144,,,
Doyle Wham,91a Rivington Street,London,,Hackney,https://www.doylewham.com/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.526368,-0.07853656,533390.1761,182577.7624,,,
Eve Leibe,5 Dalston Lane,London,,Tower Hamlets,https://www.eveleibegallery.com/,6718547,E09000030,Bow East,E05009319,51.539715,-0.023450254,537171.0953,184163.77,,,
Galerie Max Hetzler,"First Floor, 41 Dover Street
",London,,Westminster,www.maxhetzler.com,See notes,E09000033,West End,E05013808,51.5081,-0.14205,529036.1618,180432.5364,,,
Grove Collective,9b Battersea Square,London,,Wandsworth,https://grovecollective.co/,See notes,E09000032,St Mary's,E05014018,51.47539,-0.17529,526820.1979,176737.0975,,,
Hollybush Gardens,1–2 Warner Yard,London,,Camden,https://hollybushgardens.co.uk/,5193849,E09000007,Holborn & Covent Garden,E05013662,51.523176,-0.11122059,531132.2206,182163.7496,,,
Holtermann Fine Art,30 Cork Street,London,,Westminster,https://www.holtermannfineart.com/,10033572344,E09000033,West End,E05013808,51.510531,-0.14151718,529066.2677,180703.8051,,,
Josh Lilley,40-46 Riding House Street,London,,Westminster,https://joshlilleygallery.com/,1.00E+11,E09000033,West End,E05013808,51.519056,-0.13928193,529197.2538,181655.7365,,,
Lehmann Maupin,1 Cromwell Place,London,,Kensington and Chelsea,https://www.lehmannmaupin.com/,217021409,E09000020,Brompton & Hans Town,E05009389,51.494873,-0.17458248,526815.3263,178904.8716,,,
LUNGLEY Gallery,2nd Floor,53 Great Portland Street,,Westminster,https://lungleygallery.com/,1.00E+11,E09000033,West End,E05013808,51.517477,-0.14176774,529029.2581,181475.7678,,,
MAMOTH,3 Endsleigh Street,London,,Camden,https://www.mamoth.co.uk/,5020599,E09000007,Bloomsbury,E05013653,51.526241,-0.13080065,529765.2365,182469.7092,,,
Studio M ,Rochelle School,Friars Mount House,7 Playground Garde,Tower Hamlets,https://www.maureenpaley.com/,6180242,E09000030,Weavers,E05009335,51.525775,-0.074150215,533696.1687,182519.8268,,,
Maximilian William ,47 Mortimer Street,London,,Westminster,https://maximillianwilliam.com/,10033604688,E09000033,West End,E05013808,51.517823,-0.13918806,529207.2546,181518.7908,,,
NiCOLETTi,12A Vyner Street,London,,Tower Hamlets,https://nicoletticontemporary.com/,6023255,E09000030,St Peter's,E05009331,51.534309,-0.056184619,534917.1277,183501.8339,,,
Niru Ratm,"First Floor, 23 Ganton Street",London,,Westminster,www.niruratnam.com,1.00E+11,E09000033,West End,E05013808,51.512796,-0.13920555,529220.263,180959.7513,,,
No.9 Cork Street,9 Cork Street,London,,Westminster,https://www.frieze.com/no9-cork-street,10033647382,E09000033,West End,E05013808,51.510235,-0.14158686,529062.2689,180670.7668,,,
