name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Brentside,377 Greenford Avenue,,,Ealing,http://www.brentsidehigh.ealing.sch.uk,12141082,E09000009,North Hanwell,E05013529,51.52655631,-0.33995693,515256.0113,182155.0025
Brixton Community Base,32 Talma Road,,,Lambeth,http://www.brixtoncommunitybase.org,1.00E+11,E09000022,Brixton Windrush,E05014098,51.45865602,-0.110707061,531353.0118,174990.0026
Brixton House,385 Coldharbour Lane,Brixton,,Lambeth,https://brixtonhouse.co.uk/,10094957510,E09000022,Brixton Windrush,E05014098,51.461917,-0.11110208,531316.2185,175351.9145
Brockley Jack Studio Theatre,410 Brockley Road,,,Lewisham,http://www.brockleyjack.co.uk,1.00E+11,E09000023,Crofton Park,E05013718,51.45363918,-0.039076935,536344.0132,174563.003
Camden Arts Centre,47 Arkwright Road,,,Camden,https://www.camdenartscentre.org,5090703,E09000007,Frognal,E05013657,51.55125207,-0.183465426,526043.012,185159.0029
Camden People's Theatre,58-60 Hampstead Road,,,Camden,https://www.cptheatre.co.uk,5158137,E09000007,Regent's Park,E05013668,51.52640081,-0.138423624,529236.0113,182474.0024
Canada Water Culture Space,21 Surrey Quays Road,,,Southwark,http://canadawaterculturespace.org.uk/contact-us,10090284129,E09000028,Rotherhithe,E05011112,51.49780959,-0.049153611,535513.012,179456.0019
Canada Water Studios Ltd,Vancouver House,Surrey Quays Road,,Southwark,http://www.canadawaterstudios.com/contact/,10090284887,E09000028,Rotherhithe,E05011112,51.49914132,-0.048590555,535548.142,179605.1323
Capital City Academy,Doyle Gardens,Willesden,,Brent,http://www.capitalcityacademy.org/224/hire-our-facilities,202191532,E09000005,Roundwood,E05013509,51.53996598,-0.232901653,522646.0122,183820.0018
Cardboard Citizens,77A Greenfield Road,,,Tower Hamlets,https://www.cardboardcitizens.org.uk/hire-our-space,6011593,E09000030,Whitechapel,E05009336,51.51639219,-0.065655375,534313.0121,181492.0037
Cecil Sharp House,2 Regent's Park Road,Cecil Sharp House,,Camden,https://www.cecilsharphouse.org,5066674,E09000007,Primrose Hill,E05013667,51.53810212,-0.149337866,528446.0119,183756.0026
Central Saint Martins,1 Granary Square,,,Camden,http://www.arts.ac.uk/csm/,5162950,E09000007,King's Cross,E05013666,51.53648107,-0.124270325,530189.0122,183620.0033
Centre 151,151 Whiston Road,,,Hackney,http://www.centre151.com/contact/,1.00E+11,E09000012,Haggerston,E05009375,51.5351763,-0.070746271,533904.7001,183571.513
Chantry Studios,20 Chantry Lane,,,Bromley,http://chantry-studios.co.uk,1.00E+11,E09000006,Bromley Common & Holwood,E05013990,51.39213619,0.034346311,541635.0122,167863.002
Chat's Palace,42 Brooksby's Walk,,,Hackney,http://chatspalace.com,1.00E+11,E09000012,King's Park,E05009379,51.55026393,-0.042683326,535806.0078,185301.0029
Chats Palace Arts Centre ,42-44 Brooksby's Walk,London,,Hackney,https://chatspalace.com/,1.00E+11,E09000012,King's Park,E05009379,51.550263,-0.042710633,535804.1175,185300.8489
Chelsea Theatre,7 World's End Place,King's Road,,Kensington and Chelsea,http://www.chelseatheatre.org.uk/venue-hire/,217005389,E09000020,Chelsea Riverside,E05009391,51.48164362,-0.17963759,526501.0121,177425.0021
Chicken Shed,290 Chase Side,,,Enfield,http://www.chickenshed.org.uk,207078080,E09000010,Cockfosters,E05013678,51.64443614,-0.145241925,528430.0095,195588.0029
Chisenhale Dance Space,64-84 Chisenhale Road,,London,Tower Hamlets,http://www.chisenhaledancespace.co.uk,6719953,E09000030,Bow West,E05009320,51.53308803,-0.039708154,536063.4515,183396.5342
Churchill Theatre: Magpie Dance,118 High Street,,,Bromley,http://www.magpiedance.org.uk,1.00E+11,E09000006,Bromley Town,E05013991,51.403765,0.014474247,540217.0182,169118.0067
City Dance Academy,Gainsborough Studios,"Suite A, North",1 Poole Street,Hackney,https://citydanceacademy.co.uk/page23-htm/,10008289341,E09000012,Hoxton East & Shoreditch,E05009377,51.536122,-0.088839378,532647.1786,183643.6904
Claremont Project Upper Hall,24-27 White Lion Street,,,Islington,https://www.claremont-project.org,5300097468,E09000019,Barnsbury,E05013698,51.53250488,-0.108501535,531294.0128,183205.9999
Clarence Mews : Studio Space,40 Clarence Mews,,,Hackney,https://clarencemews.wordpress.com/about/,2.00E+11,E09000012,Homerton,E05009376,51.55118481,-0.054803845,534963.015,185381.0057
Clean Break,2 Patshull Road,,,Camden,http://www.cleanbreak.org.uk,5001418,E09000007,Kentish Town South,E05013664,51.54692186,-0.140672301,529022.012,184752.0029
Club Baltimore Gym,35 Harbour Exchange Square,,,Tower Hamlets,https://hirespace.com/Spaces/London/139397/Club-Baltimore/Yoga-Studio/Other,,E09000030,Blackwall & Cubitt Town,E05009318,51.49685588,-0.015913616,537823.0093,179412.0055
Cockpit Theatre,5 Gateforth Street,,,Westminster,http://www.thecockpit.org.uk,1.00E+11,E09000033,Church Street,E05013794,51.52449748,-0.169480819,527087.0124,182208.0032
"Compass Theatre, Hillingdon",45 Glebe Ave,,,Hillingdon,http://www.hillingdontheatres.uk,1.00E+11,E09000017,Ickenham & South Harefield,E05013573,51.56218624,-0.440386739,508205.0119,185964.002
Concorde Centre,7 Kingsmead Way,,,Hackney,https://www.younghackney.org/youth-hub/concorde/,1.00E+11,E09000012,King's Park,E05009379,51.55343146,-0.034195035,536385.0095,185669.0023
Conway Hall,25 Red Lion Square,,,Camden,https://conwayhall.org.uk,5048256,E09000007,Holborn & Covent Garden,E05013662,51.51979404,-0.118311294,530650.0116,181775.0035
Courtyard Theatre,40 Pitfield Street,,,Hackney,http://www.thecourtyard.org.uk,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.52787925,-0.083377075,533050.0122,182737.0012
Dance Attic,368 North End Road,,,Hammersmith and Fulham,https://www.danceattic.com,34069847,E09000013,Walham Green,E05013749,51.48115895,-0.199502938,525123.0114,177337.0026
Dance Company Studios,76 High Street,,,Bromley,http://www.dancecompanystudios.co.uk,1.00E+11,E09000006,Beckenham Town & Copers Cope,E05013987,51.40833629,-0.025341805,537434.0116,169551.0035
Dance Research Studio,23 Orsman Road,,,Hackney,http://www.danceresearchstudio.com,10008237591,E09000012,Hoxton East & Shoreditch,E05009377,51.53614877,-0.078761295,533346.0109,183664.9985
Dance Umbrella - Somerset House, Somerset House,West Wing,,Westminster,http://www.danceumbrella.co.uk,1.00E+11,E09000033,St James's,E05013806,51.51102034,-0.117952415,530700.0119,180800.0022
Danceworks,16 Balderton Street,,,Westminster,http://danceworks.net,1.00E+11,E09000033,West End,E05013808,51.51318751,-0.152452465,528300.0116,180980.0024
David Game College,31 Jewry Street,London,,City of London,https://davidgameevents.com/venues-for-hire-in-central-london/dance-studio-for-hire/,95514552,E09000001,Tower,E05009310,51.512846,-0.076482648,533572.191,181077.8446
Deptford Lounge,9 Giffin St,,,Lewisham,http://www.thealbany.org.uk/hireus/36/Room-Hire,10023234998,E09000023,Deptford,E05013719,51.47770742,-0.024277123,537300.0094,177267.0024
Dominion Theatre,268-269 Tottenham Court Rd,,,Camden,https://www.nederlander.co.uk/dominion-theatre,5083050,E09000007,Bloomsbury,E05013653,51.51696266,-0.129641703,529872.0115,181440.0029
Dragon Hall ,17 Stukeley Street,,,Camden,https://www.dragonhall.org.uk/main-hall/,5128852,E09000007,Holborn & Covent Garden,E05013662,51.5166264,-0.122665013,530357.0115,181415.0031
Duet Dance ,Royston Hall,85 Royston Rd,,Bromley,https://duetdance.co.uk/,1.00E+11,E09000006,Penge & Cator,E05014002,51.409465,-0.050843277,535657.1836,169629.0549
East London Dance,The Talent House,3 Sugar House Lane,,Newham,https://www.eastlondondance.org/our-services/#studio_hire,See notes,E09000025,Stratford,E05013924,51.53189,-0.00886,538206.5341,183321.036
Electric Brixton,Town Hall Parade,,,Lambeth,http://electricbrixton.uk.com,2.00E+11,E09000022,Brixton Acre Lane,E05014095,51.46019347,-0.116833605,530923.0116,175150.002
Elthorne Park High School,Westlea Road,,,Ealing,http://www.ephs.ealing.sch.uk,12141191,E09000009,Northfield,E05013530,51.50062773,-0.330843093,515954.0113,179286.0038
Etcetera Theatre,265 Camden High Street,,,Camden,http://www.etceteratheatre.com,5007472,E09000007,Camden Town,E05013655,51.54059409,-0.144275957,528790.0122,184042.0029
Evelyn Grace Academy,255 Shakespeare Road,,,Lambeth,http://evelyngraceacademy.org/ega-dance-studio,10023851851,E09000022,Brixton Windrush,E05014098,51.46083334,-0.10353452,531845.0119,175245.0019
Expressive Arts Leyton,Leyton Sixth Form College,Essex Rd,,Waltham Forest,http://www.leyton.ac.uk,2.00E+11,E09000031,Forest,E05013887,51.57606761,-0.002867702,538488.0104,188245.0018
Fairfield Hall,71 Park Lane,,,Croydon,https://fairfield.co.uk,1.00E+11,E09000008,Fairfield,E05011468,51.37252439,-0.095778074,532639.0121,165439.0017
Fitztrovia Community Centre,2 Foley Street,,,Westminster,https://www.fitzroviacommunitycentre.org/room-hire,10033619463,E09000033,West End,E05013808,51.520181,-0.13877482,529229.2517,181781.7326
Flow Dance London,1-3 Brixton Rd,Unit 3,,Lambeth,https://flowdance-london.co.uk,10090196810,E09000022,Myatt's Fields,E05014107,51.4804897,-0.109546045,531371.0113,177420.0019
Fourth Monkey ,Monkey House,97-101 Seven Sisters Rd,,Islington,http://www.fourthmonkey.co.uk,5300081823,E09000019,Finsbury Park,E05013703,51.56052222,-0.114970978,530765.0117,186310.0015
Frame Victoria ,4 Bridge Place ,,,Westminster,https://moveyourframe.com/pages/private-hire,10033603232,E09000033,Pimlico North,E05013802,51.49420724,-0.142415676,529050.0139,178887.0024
Futunity UK,Hillingdon sports and leisure complex ,Oxford Road,Uxbridge ,Hillingdon,http://futunityuk.com/,1.00E+11,E09000017,Uxbridge,E05013580,51.550992,-0.46725746,506368.5615,184679.7246
Graeae Theatre Company Bradbury Studios,138 Kinglsand Road,,,Hackney,www.graeae.org/,10008323888,E09000012,Haggerston,E05009375,51.53279852,-0.076811706,533491.0127,183295.999
Gravity Circus Urban Venue,Unit B05 Cromwell Industrial Estate,Staffa Road,,Waltham Forest,https://www.tagvenue.com/rooms/london/5638/gravity-circus-urban-venue/unit-b05,10091184920,E09000031,Lea Bridge,E05013895,51.57096877,-0.042905956,535729.0115,187603.0017
Greenside Community Centre,24 Lilestone Street,,,Westminster,https://www.westminster.gov.uk/leisure-libraries-and-community/community-halls/greenside-community-centr,10033625021,E09000033,Church Street,E05013794,51.52533462,-0.166303379,527305.0924,182306.613
Greenwich Dance,Charlton House,Charlton Road,,Greenwich,https://greenwichdance.org.uk/,10010224639,E09000011,Charlton Village & Riverside,E05014075,51.480557,0.037748523,541598.2073,177701.9063
Hackney Empire,291 Mare Street,,,Hackney,https://hackneyempire.co.uk/hire/spaces/,1.00E+11,E09000012,Hackney Central,E05009372,51.54552162,-0.055477861,534933.0131,184750.0075
Hackney Showroom,4 Murrain Road,Kings Crescent Estate, ,Hackney,https://www.hackneyshowroom.com/,10008343497,E09000012,Brownswood,E05009367,51.56253,-0.092479079,532318.2026,186573.7441
Haileybury Centre,Ben Jonson Road ,,,Tower Hamlets,https://www.tagvenue.com/rooms/london/5518/haileybury-centre/dance-studio,6702177,E09000030,St Dunstan's,E05009329,51.51759962,-0.042498799,535916.0122,181669.0034
Half Moon Young People's Theatre,43 White Horse Road,,,Tower Hamlets,http://www.halfmoon.org.uk,6044554,E09000030,St Dunstan's,E05009329,51.51325269,-0.041215197,536018.0121,181188.0042
Harmony Hall,10 TRURO ROAD,,,Waltham Forest,https://www.harmonyhall.org.uk/,10009143437,E09000031,High Street,E05013891,51.584048,-0.026088243,536855.146,189088.7538
Harris Academy Chobham,40 Cheering Ln,,,Newham,http://www.chobhamacademy.org.uk,10090758476,E09000025,Stratford Olympic Park,E05013925,51.54925262,-0.007030376,538280.8263,185255.2332
Harris Academy Purley,Kendra Hall Road,,,Croydon,http://www.harrispurley.org.uk,1.00E+11,E09000008,Purley Oaks & Riddlesdown,E05011477,51.35324715,-0.10931616,531752.0118,163271.0019
Harrow Arts Centre,171 Uxbridge Road,,,Harrow,,2.00E+11,E09000015,Hatch End,E05013549,51.60848854,-0.363803161,513398.0118,191229.0015
Havering College,42 Ardleigh Green Road,,,Havering,https://www.ncclondon.ac.uk/havering-campuses,1.00E+11,E09000016,Squirrels Heath,E05013985,51.58159506,0.221273338,553999.8372,189307.6945
Her Majesty's Theatre,57 Haymarket,,,Westminster,,1.00E+11,E09000033,St James's,E05013806,51.50812453,-0.13200693,529733.0122,180453.0023
Higham Hill Hub,Higham Hill Park,Hecham Close,,Waltham Forest,http://highamhillhub.org.uk,10091185782,E09000031,Higham Hill,E05013892,51.59712882,-0.037580749,536020.0136,190522.0044
Hoxton Hall,130 Hoxton Street,,,Hackney,www.hoxtonhall.co.uk/category/hire/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.53177145,-0.0799838,533274.0127,183175.999
Husky Studios,29a Amelia Street,,,Southwark,www.huskystudios.co.uk,2.00E+11,E09000028,Newington,E05011105,51.48956364,-0.098439231,532116.0116,178449.0029
Innovation Dance Studios Finchley,2A Lodge Lane,,,Barnet,https://www.innovationdancestudios.co.uk/finchley-dance-studio/location/,10091041343,E09000003,West Finchley,E05013648,51.61634745,-0.177296442,526290.2332,192408.533
"Innovation Dance Studios, Ealing",96 Pitshanger Lane,,,Ealing,www.innovationdancestudios.co.uk/ealing-dance-studio/studio-hire/,12185360,E09000009,Pitshanger,E05013535,51.52622881,-0.313832651,517069.0114,182160.0041
Intimate Theatre,516 Green Lanes,,,Enfield,http://www.smptheatre.co.uk/faqs/the-intimate-theatre/,207035876,E09000010,Winchmore Hill,E05013696,51.62419102,-0.10284236,531422.0149,193412.0014
Isaac Newton Academy,1 Cricklefield Place,,,Redbridge,http://www.isaacnewtonacademy.org,10090503930,E09000026,Ilford Town,E05011246,51.56180574,0.091602726,545079.2121,186842.1919
Islington Arts Factory,2 Parkhurst Road,Islington,,Islington,www.islingtonartsfactory.org,5300071066,E09000019,Holloway,E05013706,51.553804,-0.12296338,530230.1997,185548.6574
Jacksons Lane,269A Archway Road,,,Haringey,www.jacksonslane.org.uk/space-hire,1.00E+11,E09000014,Highgate,E05013592,51.57668107,-0.145404162,528610.0108,188053.0012
Jerwood Space,171 Union Street,,,Southwark,www.jerwoodspace.co.uk/rehearsals/,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50362093,-0.099093114,532030.0111,180011.0024
JW3 (Jewish Community Centre London),341-351 Finchley Road,,,Camden,https://www.jw3.org.uk,5164899,E09000007,West Hampstead,E05013671,51.55083,-0.18448,525973.8383,185110.3209
Kelechnekoff Studio,Sojourner Truth Centre,161 Sumner Road,,Southwark,www.kelechnekoff.com,2.00E+11,E09000028,Peckham,E05011110,51.47796737,-0.07337388,533890.0118,177205.0019
Kellys Dance Studio,12 Park Road,,,Richmond upon Thames,https://www.kellysdance.co.uk/,1.00E+11,E09000027,Hampton Wick & South Teddington,E05013780,51.41315475,-0.312403174,517458.0132,169588.0024
Kenneth More Theatre,Kenneth More Road,,,Redbridge,www.kmtheatre.co.uk/hire-us/,1.00E+11,E09000026,Ilford Town,E05011246,51.55867744,0.075240584,543955.0115,186462.0013
Kentish Town Community Centre,17 Busby Place,,,Camden,https://www.ktcc.org.uk/room-hire,5026106,E09000007,Kentish Town South,E05013664,51.5485436,-0.132370401,529593.012,184947.0019
Kindred Yoga,Norfolk House,Brookmill Road,Deptford,Lewisham,https://www.kindredyogalife.com/studio-hire,1.00E+11,E09000023,Brockley,E05013716,51.474104,-0.02396932,537332.2052,176866.8838
"King Charles Court, Old Royal Naval College (Trinity ",King William Walk,,,Greenwich,https://www.trinitylaban.ac.uk/whats-on/our-venues/king-charles-court,10010216996,E09000011,Greenwich Park,E05014081,51.48358702,-0.007171472,538470.0087,177953.0062
Kingston University,53-57 High Street,,,Kingston upon Thames,http://www.kingston.ac.uk,128008662,E09000021,Kingston Town,E05013938,51.40591238,-0.307809909,517796.0202,168789.9943
Landor Theatre,70 Landor Pub,,,Lambeth,http://www.thelandorpub.com,1.00E+11,E09000022,Clapham East,E05014100,51.46566493,-0.126053013,530267.0108,175742.0021
Langley Park Centre for the Performing Arts,Hawksbrook Lane,South Eden Park Road,Beckenham,Bromley,http://www.lpsb.org.uk,1.00E+11,E09000006,Kelsey & Eden Park,E05013999,51.38893001,-0.01894751,537937.0119,167405.0033
Leicester Square Theatre,6 Leicester Place,,,Westminster,http://www.leicestersquaretheatre.com,1.00E+11,E09000033,St James's,E05013806,51.5113401,-0.130073873,529858.0119,180814.0022
Lift Islington - Platform Theatre,2 Tiltman Place,,,Islington,http://www.platformislington.org.uk,10012794343,E09000019,Finsbury Park,E05013703,51.56142487,-0.115741604,530709.0119,186409.0012
Lilian Baylis Studio,183 Rosebery Avenue,,,Islington,http://www.sadlerswells.com/venue-hire/lilian-baylis-studio/,5300080050,E09000019,Clerkenwell,E05013702,51.52968382,-0.10587919,531484.0124,182897.0017
London Bubble,3-5 Elephant Lane,,,Southwark,http://www.londonbubble.org.uk,2.00E+11,E09000028,Rotherhithe,E05011112,51.50057,-0.05536,535074.0785,179751.4943
London Dance Academy,51 Central Street,,,Islington,http://londondanceacademy.co.uk,5300017733,E09000019,Bunhill,E05013699,51.52555915,-0.096622223,532138.0131,182454.9983
London Metropolitan University Graduate Centre,182-198 Holloway Rd,,,Islington,http://www.londonmet.ac.uk/contact-us/how-to-find-us/tower-building/graduate-centre/,5300047823,E09000019,Arsenal,E05013697,51.55147327,-0.110354203,531111.0116,185311.9951
London Performance Studios,"Unit 30, Penarth Centre",Penarth St,,Southwark,https://www.londonperformancestudios.com/,10009803448,E09000028,Old Kent Road,E05011109,51.48354,-0.05515,535138.9986,177858.1499
London School of Capoeira,Leeds Place,Unit 1-2,,Islington,http://londonschoolofcapoeira.com,5300055778,E09000019,Tollington,E05013712,51.56707204,-0.114613672,530771.0128,187039.0019
London Welsh Centre,157-163 Gray's Inn Road,,,Camden,http://www.londonwelsh.org,5083639,E09000007,King's Cross,E05013666,51.52493328,-0.116902823,530733.0119,182349.003
Lyric Theatre,29 Shaftesbury Avenue,,,Westminster,https://www.nimaxtheatres.com/lyric-theatre/,1.00E+11,E09000033,West End,E05013808,51.51127346,-0.133794809,529600.0122,180800.002
Menier Theatre,51-53 Southwark Street,,,Southwark,https://www.menierchocolatefactory.com/Online/default.asp,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50466098,-0.094467554,532348.0113,180135.0022
Millenium Performing Arts,29 Thomas Street,,,Greenwich,http://www.mpacollege.co.uk,10010230583,E09000011,Woolwich Arsenal,E05014092,51.49073887,0.065694614,543506.6132,178888.5231
Mountview Theatre School,120 Peckham Hill Street,,,Southwark,https://www.mountview.org.uk,10094742520,E09000028,Peckham,E05011110,51.4748743,-0.069877256,534141.8816,176867.4522
National Ballet,Mulryan Centre for Dance,"41 Hopewell Square, Leamouth Peninsul",,Tower Hamlets,www.ballet.org.uk,6721048,E09000030,Blackwall & Cubitt Town,E05009318,51.512769,0.006426868,539325.109,181223.7836
National Circus,9 Coronet St,,,Hackney,http://www.nationalcircus.org.uk,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.52755809,-0.082550204,533108.3021,182702.7918
NDT Broadgate,Floor 4,2 Finsbury Avenue,,City of London,https://newdiorama.com/ndt-broadgate,1.00E+11,E09000001,Bishopsgate,E05009292,51.519961,-0.08487465,532969.1944,181853.7575
New London Performing Arts Centre,76 St James Lane,,,Haringey,http://www.nlpac.co.uk,10003973500,E09000014,Muswell Hill,E05013594,51.58814492,-0.139625056,528978.0087,189338.0009
New Wimbledon Theatre,93 The Broadway,,,Merton,http://newwimbledontheatre.net,48008413,E09000024,Abbey,E05013810,51.41914644,-0.201365109,525162.9821,170437.9929
Newlands Community Hall,226 Stroud Crescent,,,Wandsworth,http://www.wandsworth.gov.uk/directory_record/148179/newlands_hall_putney_vale_clubroom/category/1125/cl,1.00E+11,E09000032,Roehampton,E05014017,51.43808068,-0.244376348,522122.012,172471.0027
NW7 Hub,Mill hill Library,Hartley Avenue,,Barnet,https://www.nw7hub.org.uk,10094710274,E09000003,Mill Hill,E05013645,51.615382,-0.24309943,521737.3226,192189.5796
Off The Rails,"Unit 8, Arches 14-16",8 Grant Road,Clapham Junction,Wandsworth,https://www.offtherails.studio,10091499620,E09000032,Falconbrook,E05014012,51.46522837,-0.170730754,527165.0119,175615.0014
Old Diorama Arts Centre ,210 Drummond St,,,Camden,http://www.diorama-arts.org.uk/studios.html,5169343,E09000007,Regent's Park,E05013668,51.52618894,-0.139239584,529180.0113,182449.0028
Old Red Lion,418 St John Street,,,Islington,https://www.oldredliontheatre.co.uk/theatre.html,5300085363,E09000019,St Peter's & Canalside,E05013711,51.53148185,-0.105847779,531481.0125,183097.001
Omeara,5 O'Meara Street,,,Southwark,https://www.omearalondon.com/spaces/the-siding/,10090751127,E09000028,Borough & Bankside,E05011095,51.50434302,-0.094264681,532363.0114,180100.0115
Omnibus Arts Centre,1 Northside Clapham Common,,,Lambeth,http://omnibus-clapham.org,1.00E+11,E09000022,Clapham Town,E05014102,51.46375804,-0.142413708,529136.0115,175501.0023
One KX,120 Cromer Street,,,Camden,https://www.ymca.co.uk/about/what-we-do/venue-room-hire,5086947,E09000007,King's Cross,E05013666,51.52750115,-0.124509806,530198.0117,182621.0027
